Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),dew_point_2m_mean (°C)
2024-03-15,6,2356961.2,585767.5,6.4,77,12.2,75,1,10.3,3,2.4
2024-03-16,7,2631854.6,494956.3,4.5,76,15.4,80,3.1,9.57,0.2,0.2
2024-03-17,1,2747251.9,458740,2.7,65,17.6,32,0.3,16.89,-2.5,-3.8
2024-03-18,2,2646997.6,631610.6,0.1,56,19.2,87,0.5,10.51,-5.8,-7.6
2024-03-19,3,2657405.8,645468.5,0,66,18.9,91,1.7,6.02,-5.6,-5.7
2024-03-20,4,2643101.3,647412.1,-1.7,54,22.7,50,0.4,17.14,-8.2,-10.3
2024-03-21,5,2761087.2,666590.6,-4.3,45,16.2,29,0,18.43,-10.2,-14.9
2024-03-22,6,2883586.9,656136.4,-4.5,73,10.6,84,6.8,4.59,-9.2,-8.7
2024-03-23,7,2903920.6,537553.1,-3,67,14.8,52,0.8,20.09,-8.1,-8.6
2024-03-24,1,2940838,492118.1,-3.3,55,9.1,32,0,21.03,-7.8,-11.7
2024-03-25,2,2520052.2,618972.3,3,63,14.6,59,0,20.26,-1.5,-3.4
2024-03-26,3,2474008.8,614544.2,5.4,73,13,100,7.7,5.04,1.5,0.8
2024-03-27,4,2381741.5,606638.3,7.5,73,15.6,71,0.3,15.84,3.7,2.7
2024-03-28,5,2367242,604825.4,2.8,58,11.9,10,0,21.4,-1.5,-5.7
2024-03-29,6,2706530,471417,1.2,62,15.8,33,0,15.13,-3.9,-5.6
2024-03-30,7,2654488.2,481355.8,2.2,72,7.8,71,0.7,15.96,-1.3,-2.7
2024-03-31,1,2627751.5,434231,3.9,69,8.9,92,0,14.57,0.3,-1.6
2024-04-01,2,2389167.9,566982.6,5.6,63,10,87,0,20.24,2.1,-1.2
2024-04-02,3,2499354.3,612870.4,4.6,78,26.1,100,5.6,4.88,-1.1,1
2024-04-03,4,2559489.5,625129.3,4.5,97,21.5,100,38.3,2.8,0,4.1
2024-04-04,5,2556010.6,630142.5,2.3,91,12.8,97,5.5,6.21,-1.6,0.8
2024-04-05,6,2530934.1,616741.1,2.9,71,21,93,0.6,16.54,-2.5,-2.1
2024-04-06,7,2539803.9,488467.1,6.7,58,19.8,18,0,23.35,1.7,-1.9
2024-04-07,1,2500691.2,437890.8,7.6,53,9.6,18,0,23.57,4.2,-1.8
2024-04-08,2,2318789.7,572848.7,7.6,60,7.4,70,0,15.17,4.5,0.2
2024-04-09,3,2197638.2,578023.2,10.6,72,9.1,52,0.1,20.2,8.5,5.6
2024-04-10,4,2091171.9,566730,12.8,61,8.5,84,0,20.19,10.6,4.9
2024-04-11,5,2249827.6,577070.9,10.1,91,11.5,100,24.6,5.59,8.1,8.6
2024-04-12,6,2327493.2,575803,8.7,84,22,100,19.6,8.27,4.6,6.1
2024-04-13,7,2574410.7,480923.4,6.5,66,27.8,67,3.1,16.56,0.5,0.2
2024-04-14,1,2478936.9,427453.9,10.7,72,7.5,56,2.3,18.34,8.8,5.8
2024-04-15,2,2153103.7,565189.9,10.2,62,13.6,14,0,22.06,6.7,2.2
2024-04-16,3,2099707,567102.9,10.1,55,10.1,27,0,24.9,7.1,1.3
2024-04-17,4,2379488.1,588205.9,6.6,77,20,99,13.7,8.18,2,2.7
2024-04-18,5,2253283.2,582744.2,11.8,74,10.8,85,0.1,15.98,9.5,6.9
2024-04-19,6,2236476.7,568751.5,10,70,12.8,65,2.4,15.78,6.9,4.2
2024-04-20,7,2552714.5,473796.8,5.7,51,17.1,65,0.4,18.15,0.5,-4.1
2024-04-21,1,2611921.6,433722.7,5.2,54,15.6,54,0,16.42,0.3,-4
2024-04-22,2,2259211.9,573026,6.8,52,10.6,24,0,24.29,3.1,-2.6
2024-04-23,3,2210258.7,570833.8,11.5,57,21.7,99,1.6,15.56,6.8,2.9
2024-04-24,4,2247710.8,582320,6.6,65,18.3,56,0.5,18.87,2,-0.3
2024-04-25,5,2293884.3,588473.9,3,61,9.2,4,0,26.66,-0.6,-3.9
2024-04-26,6,2291719.7,573624.1,5.3,56,13.1,34,0,27.37,1.1,-3.5
2024-04-27,7,2498599,466254.7,12.2,80,13.7,91,7.1,9.65,10,8.7
2024-04-28,1,2434495.2,421311.6,17.3,81,14.6,72,4.5,10.76,16.5,13.9
2024-04-29,2,2210812.6,559788.5,10,83,12.3,99,21.1,13.88,7.6,7.3
2024-04-30,3,2160194.7,569110.9,12,86,7,73,3.1,16.42,11,9.7
2024-05-01,4,2125639.1,507927.4,13,80,10,33,0.2,21.51,11.6,9.5
2024-05-02,5,2105127.6,515717.6,14.1,69,10.9,29,0,25.48,12.4,8.3
2024-05-03,6,2151010.2,494283.8,11.8,83,8.1,89,2.6,10.19,10.4,8.9
2024-05-04,7,2344028.7,411385.3,14.3,83,10.4,61,0.1,22.18,13.5,11.4
2024-05-05,1,2434848.9,367470.3,15.3,85,8.6,85,19.1,11.81,15,12.7
2024-05-06,2,2129332.6,499731.2,13.5,50,11.2,79,0,24.16,10.5,3
2024-05-07,3,2095440.1,507436.2,12.9,61,9.9,50,2.2,27.45,10.9,5.5
2024-05-08,4,2111500.3,506302,14.6,70,20.2,48,14.7,22.87,11.5,8.9
2024-05-09,5,2104312.2,502797.4,11.6,74,8.7,65,0.1,18.67,9.6,6.8
2024-05-10,6,2119475,491359.7,11.9,69,7.9,64,3.4,22.99,10,6.2
2024-05-11,7,2356435.5,396821.3,10.8,78,12.3,81,3.5,15.6,8.3,6.8
2024-05-12,1,2351432.6,366820.3,13.1,73,10.4,54,1.4,20.95,11.2,7.9
2024-05-13,2,2189339.5,502317.3,17.3,67,14.1,64,4.4,23.13,15.8,10.8
2024-05-14,3,2172571.8,512430.9,16.9,80,6.9,94,6,15.63,17,13.2
2024-05-15,4,2153387.4,508832.5,15.1,76,9.7,78,0.5,19.22,14.1,10.8
2024-05-16,5,2227829.8,526760.9,16.2,72,8.1,52,0,26.59,15.8,11
2024-05-17,6,2221901.4,498712.2,14.7,92,6.2,92,5.3,9.28,15,13.5
2024-05-18,7,2436853,410533.3,15.8,89,7.3,62,0.6,19.64,16.1,13.8
2024-05-19,1,2510978.6,384961.8,16.9,85,6.2,57,0,24.29,17.8,14.3
2024-05-20,2,2995014.4,398911.4,19.7,70,7.5,80,0.3,25.37,20.2,13.6
2024-05-21,3,3355849.1,595533.1,21.3,75,9.1,66,2.1,21.93,22.4,16.3
2024-05-22,4,3817135.2,634432.7,22.5,72,15.6,42,2.1,22.87,22.8,16.9
2024-05-23,5,3219330.8,595928.1,19.9,51,13.3,23,0,26.54,18,8.7
2024-05-24,6,3042001,575334.7,19.2,50,11.8,14,0,29.27,17.4,8
2024-05-25,7,2603499.3,417886.8,14.9,79,7.6,71,1.8,14.14,14.3,11.3
2024-05-26,1,2737889.7,392772.1,16.5,76,12.6,76,0.1,26.81,15.7,11.9
2024-05-27,2,2608331.3,534730.9,18.8,81,21,85,39.5,14.5,17.7,15.4
2024-05-28,3,2391200.6,519065.9,16.2,78,15.3,86,5.9,17.1,14.6,12.1
2024-05-29,4,2365936.1,519156.4,14.6,62,14.5,70,0,26.49,12,6.3
2024-05-30,5,2268829.4,515800.6,13.1,48,14.6,5,0,30.65,9.7,2
2024-05-31,6,2441223.8,535670.5,15.9,49,9.4,8,0,30.18,13.8,4.7
2024-06-01,7,2773854.9,438256.9,17,60,8.8,86,0,25.09,15.8,8.9
2024-06-02,1,2654079.8,372766.2,16.4,83,5.6,99,5.5,8.41,16.7,13.4
2024-06-03,2,2592403.8,536620.7,18.1,90,6.5,75,1.3,20.46,19.4,16.2
2024-06-04,3,3029424.8,587221.1,19.3,86,6.1,83,0,24.61,21.1,16.8
2024-06-05,4,3127747.9,594395.2,20.6,81,9.5,100,4.2,16.44,21.9,17.2
2024-06-06,5,3293973,593445.5,20.8,67,12.4,36,2,24.74,20.6,13.8
2024-06-07,6,2519506.7,516822,16.7,68,17.2,62,3,19.57,14.5,10.6
2024-06-08,7,2587169,411890.4,16.3,67,16.3,60,3.9,17.64,13.9,9.7
2024-06-09,1,2598762,366963.3,14.8,74,16.1,45,3.3,18.38,12.6,10
2024-06-10,2,2265703.1,488198.8,13.4,69,15.2,72,0,17.32,10.6,7.6
2024-06-11,3,2228219.9,505065.2,13.7,70,9.6,79,0,14.4,11.9,8.3
2024-06-12,4,2420130.1,537528.1,17.2,74,10,65,0.6,24.34,16.7,12.2
2024-06-13,5,3450370.4,614823,23.3,61,16.6,77,0.5,24.62,22.9,15
2024-06-14,6,3267088.3,577254.6,19.7,60,13.7,15,0.2,27.28,18.5,11.3
2024-06-15,7,2969868.8,444501.9,17,59,10.7,26,0,29.97,15.5,8.4
2024-06-16,1,2892944.7,402508.7,16.6,65,8.9,96,0,26.28,15.5,9.7
2024-06-17,2,3739008.5,618917.8,23.7,69,9.7,56,0.2,26.3,25.4,17.4
2024-06-18,3,4651931.7,682918.9,27.2,70,11,60,1.8,25.37,30.2,20.9
2024-06-19,4,5016529.3,715186.7,27.6,70,9.3,81,0.3,20.64,31,21.4
2024-06-20,5,4795945.2,693323.6,25.7,77,6.9,79,19.9,20.81,29.3,21.1
2024-06-21,6,3907517,626300.8,22.3,84,6.5,52,7.7,20.29,25.1,19.5
2024-06-22,7,3782910.2,491362.7,21.4,89,6.8,97,7.9,16.03,24.1,19.5
2024-06-23,1,3857459.2,447896.8,22.6,72,22.1,63,4.2,20.74,22.2,17.2
2024-06-24,2,3740566.5,606593.2,21.8,56,15.2,22,0,29.1,20.6,11.9
2024-06-25,3,3408122.8,604745.1,21.9,71,16.6,89,5.2,17.39,21.6,16.1
2024-06-26,4,3524713,613345.7,22.3,72,11.2,64,6.1,15.02,22.8,16
2024-06-27,5,2818746.5,560479.8,17.3,62,13.6,31,0,21.79,15.3,9.3
2024-06-28,6,2579073.8,536326.9,16.8,64,8.4,77,0.3,20.18,15.7,9.8
2024-06-29,7,3352858.7,464361.5,22.2,83,13.5,92,13.1,12.63,23.7,19
2024-06-30,1,2963699.9,393925.6,17.9,70,19,43,0.1,19.64,16.1,12.2
2024-07-01,2,2948266.2,451603.5,18.3,59,8.7,1,0,29.99,17.4,9.5
2024-07-02,3,2926683.4,633290.4,18.5,68,8.4,79,0,21.25,18.1,12.1
2024-07-03,4,4059369.4,723384.6,24,73,14,69,4.4,19.5,25.4,18.7
2024-07-04,5,4464770.7,750275.3,24.5,68,7.5,61,0.1,22.42,26.4,17.5
2024-07-05,6,4139673.2,709404.5,22.9,73,7.4,57,2.9,19.63,24.8,17.4
2024-07-06,7,4128960.1,569865,23.2,71,9.5,20,1.2,26.55,24.7,17.2
2024-07-07,1,4417739.6,545157.5,21.9,72,8.1,12,0,25.73,23.1,16.2
2024-07-08,2,4435226.5,736670.5,24,68,7,75,0,24.03,25.7,17.1
2024-07-09,3,4426666.5,752993.4,25.2,64,9.2,98,0.4,18.19,26.8,17.8
2024-07-10,4,3339775.6,661253.6,21.3,87,14.3,100,41.7,8.01,22.7,19
2024-07-11,5,3348357.9,669420.7,22.2,76,15.8,61,7.6,19.19,22.6,17.3
2024-07-12,6,3756358.3,693933.5,22.1,75,7,26,5.5,24.6,24,17.1
2024-07-13,7,4232967,582925.6,23.4,71,6.7,2,0,27.73,25.5,17.3
2024-07-14,1,4466512.8,544662.6,23.3,79,10.2,44,7.3,20.57,25.6,19.3
2024-07-15,2,3828633.4,688144.8,23.3,86,8.9,68,12.5,12.2,26.3,20.8
2024-07-16,3,3771512.4,694102.6,23.5,79,13.9,59,12.8,16.85,25.2,19.4
2024-07-17,4,3910893.7,716098.1,22.6,66,10.5,40,0.1,23.69,23.2,15.5
2024-07-18,5,3550010.8,678382.8,18.6,66,15,19,0.5,23.94,17.1,11.8
2024-07-19,6,3405146.5,669548.6,19.1,63,7.4,18,0,25.43,18.7,11.2
2024-07-20,7,3759837.4,555983.1,21.7,60,9.7,44,0,23.64,21.4,12.8
2024-07-21,1,3793300,532622,21.7,66,6.7,56,0.8,22.13,22.6,15
2024-07-22,2,3861357.4,692827.5,21.5,66,6.9,78,0,25.72,22.4,14.5
2024-07-23,3,4146280.5,732775.1,22.5,67,6.6,34,1.8,25.09,23.9,15.7
2024-07-24,4,3890209.3,715526.7,21.9,76,13,62,3.4,17.89,22.7,17.3
2024-07-25,5,3381705.3,673388.1,19.6,63,13.6,17,0,24.08,18.4,11.7
2024-07-26,6,3608888.8,688358.1,20.4,57,8.5,9,0,27.91,20,11.1
2024-07-27,7,4060667.8,586592.6,21,67,7.4,23,0,27.62,21.7,14
2024-07-28,1,4488477.2,562897.8,22.1,74,7.1,8,0,27.07,23.8,16.7
2024-07-29,2,4563388.5,749546.9,23.2,73,7.1,10,0,27.18,25.3,17.6
2024-07-30,3,4782150.5,783977,24,83,8,66,3.4,21.11,27.3,20.7
2024-07-31,4,5112527.2,802087.7,25.6,73,10.8,25,0.4,23.65,28,19.6
2024-08-01,5,4812936.9,782834.1,25.1,77,6.4,57,0.1,22.6,28.5,20.4
2024-08-02,6,4620514.8,763026.9,24.1,85,5.1,89,4.9,12.77,27.9,21.3
2024-08-03,7,4632447.6,621659.2,25.8,69,8.4,81,0.1,17.78,28,19.1
2024-08-04,1,4436616.7,558036.9,24.9,58,11.7,29,0,20.73,25.2,15.5
2024-08-05,2,4168182.5,546830,22.5,82,6.8,89,8,16.82,25,19.1
2024-08-06,3,3003915.4,623510.5,18.9,86,10,79,10.7,6.24,19.8,16.5
2024-08-07,4,3119061.1,644683.7,19.1,67,12.1,11,0,26.47,18.4,12.3
2024-08-08,5,3407884.7,675574,20.5,88,10.5,71,4.5,14.37,22,18.3
2024-08-09,6,3755963.9,681808,22.6,76,11.3,58,13.4,20.74,24,17.7
2024-08-10,7,3156718,509241.4,19,64,16.1,21,0,23.14,17.4,11.6
2024-08-11,1,2974807.5,446125.3,17.9,65,17.4,25,1.9,22.21,15.9,11
2024-08-12,2,2834003,608088.6,19.1,69,12.4,45,0.2,20.94,18.4,13
2024-08-13,3,3216074,658642.7,20.6,69,7,53,0.1,21.75,21.1,14.1
2024-08-14,4,3679747.5,697006.2,21.8,64,7.6,6,0,25.33,22.3,13.9
2024-08-15,5,3950730.4,723115.3,22,69,7.4,10,0,25.38,23.1,15.2
2024-08-16,6,3642075.9,686116.7,22.5,78,10,88,1.3,16.24,24.1,18.2
2024-08-17,7,3794828,548346.7,22.2,87,10.8,96,6.7,13.89,24.4,19.8
2024-08-18,1,3961250.6,499585.4,21.5,85,10.4,87,10.2,15.36,23.2,18.7
2024-08-19,2,2553868.3,563531.9,16.7,70,21,84,0.1,15.54,14,11
2024-08-20,3,2356431.9,566986.4,15.2,60,18.1,30,0,18.38,11.9,7.3
2024-08-21,4,2406726.3,582785.1,15.9,61,15.2,26,0.3,20.17,13.3,8
2024-08-22,5,2645973.9,614376.1,18.4,62,11.1,24,0.1,18.71,17.1,10.5
2024-08-23,6,2976801.3,631138.8,19.7,63,9.3,47,0,19.95,19,11.8
2024-08-24,7,3392859,533330.9,20.8,70,7.9,26,0.3,21.62,21.4,14.5
2024-08-25,1,4088756.9,525988.5,21.7,75,6.4,27,0.1,20.78,23.3,16.6
2024-08-26,2,4173087.7,717906,22.3,75,7.3,17,0,21.28,24,17.2
2024-08-27,3,4656014.8,773664.2,25,75,10.6,72,1.5,19.83,27.6,20.1
2024-08-28,4,3726226.3,697191.3,22.1,84,10.5,96,1.1,13.5,24.2,19.3
2024-08-29,5,2754976.6,625237.9,18.6,74,8.6,73,0,14.02,18.6,13.8
2024-08-30,6,3264797.5,657523.4,20,86,7.4,53,6.1,19.49,21.9,17.4
2024-08-31,7,4002891.3,561796.7,23.4,71,10.2,53,0.7,19.34,24.7,17
2024-09-01,1,3510849.6,481966.4,20.5,58,17.7,4,0.3,21.19,18.7,11.6
2024-09-02,2,2748152.5,422363.5,15.5,54,15,4,0,22.13,12.5,5.6
2024-09-03,3,2528782.9,602233.5,16.2,56,7.5,4,0,22.14,14.5,6.7
2024-09-04,4,2728303.1,629808.7,17.7,69,7.3,0,0,22.12,17.4,11.4
2024-09-05,5,2977792.4,650872.1,19.6,70,10.9,8,0,21.98,19.3,13.5
2024-09-06,6,2721335.5,609873.7,19.5,75,12.2,91,11.3,12.69,19.4,14.8
2024-09-07,7,2514139.5,444774.9,13.3,71,19.2,58,4.4,17.47,10.1,8
2024-09-08,1,2527935.2,404613.5,13.7,60,20,51,0,15.59,9.7,5.6
2024-09-09,2,2322318.1,558899.2,16.2,77,12.6,49,9.7,12.8,15.1,12.1
2024-09-10,3,2455251.9,590878.3,15.9,73,7.5,47,0,20.55,15.1,10.4
2024-09-11,4,2537615.8,603323.4,17.3,75,7.2,26,0,20.83,17.3,12.5
2024-09-12,5,2721492.9,626872,18.8,84,5.8,4,0,20.22,20.1,15.7
2024-09-13,6,2922465.9,637885.9,19.4,86,5.6,10,0,20.01,21.1,16.7
2024-09-14,7,3114026.3,519097.5,19,86,7.7,13,0,18.85,20.3,16.3
2024-09-15,1,3623994.8,503799,19.8,85,6.9,7,0,19.62,21.4,16.9
2024-09-16,2,3410647.3,677591.6,20.1,75,5.8,3,0,19.86,21.2,15
2024-09-17,3,3064490.8,664821.2,18.6,79,6.8,56,0,18.53,19.2,14.5
2024-09-18,4,2825390.8,644825.7,18,82,7.1,86,0,15.4,18.5,14.6
2024-09-19,5,3058296.3,664332.2,19,79,5.9,3,0,19.07,19.9,15
2024-09-20,6,2909828.9,640362.3,18.7,79,6.8,51,0,17.52,19.5,14.8
2024-09-21,7,3228699.4,521618.3,19.3,86,5.5,39,2.2,13.35,20.9,16.8
2024-09-22,1,3175027.5,460856,19.1,92,6.6,79,1.9,10.9,20.9,17.6
2024-09-23,2,2703897.3,594338.5,19.1,89,11.9,90,17.5,10.38,20,17.2
2024-09-24,3,2467175.5,584093.2,17.8,92,13.7,100,6,4.24,18.1,16.6
2024-09-25,4,2601402.6,606004.9,19.8,86,16.8,85,9.4,9.4,19.9,17.4
2024-09-26,5,2720079,618182.1,18.5,75,6.2,55,0,17.32,18.8,13.3
2024-09-27,6,2529134.4,597886.3,17,76,11.3,98,0,16.5,16.3,12.7
2024-09-28,7,2695335.3,484253.2,18.8,78,15.2,93,0.6,9.17,18.2,14.8
2024-09-29,1,3040210.3,461002.8,18.9,84,9.9,57,0.8,10.8,19.5,16.1
2024-09-30,2,2765654.4,612356.4,17.4,87,9.5,29,0,16.33,17.7,15
2024-10-01,3,2500892.3,599127.1,17.9,90,9.2,85,15.4,7.77,18.7,16.2
2024-10-02,4,2258368.7,564304.2,14,71,10.2,32,2.5,16.1,12.2,8.4
2024-10-03,5,2237957.2,571925.3,15.5,66,9.9,46,0,16.29,13.8,8.8
2024-10-04,6,2243186.9,556951.7,14.3,78,7.2,40,5.1,12,13.4,10.2
2024-10-05,7,2384741.1,450141.3,12.6,68,8,3,0,16.58,10.6,6.5
2024-10-06,1,2552542.5,424139.8,16.2,76,12.3,53,17.9,10.63,15,11.7
2024-10-07,2,2201614.5,541322,12.3,65,15.2,29,0,12.2,9,5.7
2024-10-08,3,2160715.2,546396.4,11.1,66,15.1,16,0.4,14.75,7.6,4.6
2024-10-09,4,2234520.1,551732,8.9,69,15.6,22,0,12.33,5,3.2
2024-10-10,5,2232998.1,556839,8.3,75,9.2,27,0,11.94,5.5,3.8
2024-10-11,6,2241125.5,548923,13.6,66,15.7,53,0,13.73,10.5,6.6
2024-10-12,7,2373478.3,440101.3,11.9,65,10.9,51,0,15.33,9.2,5.3
2024-10-13,1,2492825.8,397032.9,9.3,76,14.2,87,2.5,3.86,6,5.3
2024-10-14,2,2578007.9,393310.7,7,64,19.3,99,0.2,11.05,2.2,0.3
2024-10-15,3,2328573.5,558778.1,6.3,70,17.6,76,0.3,11.37,1.8,1
2024-10-16,4,2317486.4,567966.7,6.5,72,13.4,44,0,8.73,2.7,1.4
2024-10-17,5,2270901.6,568409.4,7.2,76,7.3,1,0,14.28,4.6,2.8
2024-10-18,6,2213039,561129.7,9,73,7.2,0,0,14.32,6.6,4
2024-10-19,7,2358605.1,459442.8,11.5,76,8.3,0,0,13.91,9.6,7.1
2024-10-20,1,2418012.7,420746.8,14.4,60,13.1,9,0,13.55,11.6,6.4
2024-10-21,2,2205498.1,577583.2,18.3,53,14.4,2,0,12.82,15.8,8.4
2024-10-22,3,2176100.8,582695.3,16.3,66,8.8,48,0,12.81,15,9.7
2024-10-23,4,2113417.4,564016.2,15.6,63,18.9,59,0,9.65,12.5,8.4
2024-10-24,5,2162238.7,558448.4,7.9,75,6,61,0,6.75,5.5,3.6
2024-10-25,6,2305878.3,553203.7,8.3,82,8.3,66,0.3,4.93,6,5.3
2024-10-26,7,2463543.6,455612.9,8.1,63,17.7,11,0.1,11.91,3.6,1
2024-10-27,1,2586020.3,418600.6,6.6,61,10.7,55,0,10.53,2.8,-0.9
2024-10-28,2,2321205.4,566383.3,6.6,84,13.1,70,0.2,6.54,3.4,4.1
2024-10-29,3,2291396.9,575861.8,12,89,12.5,95,9.9,3.55,10.4,10.2
2024-10-30,4,2134080.9,573834.9,19.3,69,20.3,100,0,8.38,17.4,13.4
2024-10-31,5,2121525,567307.2,19.6,70,23.7,92,0.4,6.53,17.5,14
2024-11-01,6,2203332.4,548877,10.7,60,22.7,85,0,4.48,5.9,3.3
2024-11-02,7,2529556.9,459957.3,5.6,65,6.6,69,0,7.61,2.4,-0.7
2024-11-03,1,2650871.3,425911.1,5.2,80,11.8,65,0,8.9,1.7,1.9
2024-11-04,2,2276289.5,560795.2,12.8,69,16.6,100,0.5,4.18,9.7,7.2
2024-11-05,3,2119356.4,570525.3,18.7,67,19.1,83,2.5,7.78,16.7,12.5
2024-11-06,4,2112213.8,566445.7,17.7,71,17.7,73,2.3,7.51,15.9,12.1
2024-11-07,5,2114451.5,557812.7,10.8,64,12.9,38,0,9.83,7.5,4.1
2024-11-08,6,2246055.9,558173.5,9.3,64,18.8,42,0,6.67,4.9,2.7
2024-11-09,7,2545322.9,464902.5,3.6,66,7.1,31,0,10.58,0.1,-2.3
2024-11-10,1,2673819.7,428138.9,8.8,88,10,96,7.5,2.25,6.6,6.9
2024-11-11,2,2332818.2,561150,10.5,74,22.9,74,0.2,4.07,6.2,6
2024-11-12,3,2381478.2,586593.8,3.2,66,15,20,0,10.23,-1.4,-2.5
2024-11-13,4,2456868,602866.8,3.4,77,12.6,84,0,7.65,-0.6,-0.2
2024-11-14,5,2380017.1,594914.5,6.6,71,13.3,100,3.2,5.16,2.8,1.4
2024-11-15,6,2379859.1,582117.7,7.1,90,5.3,97,0.8,2.93,5.3,5.6
2024-11-16,7,2598079.1,481158.8,6.5,80,10.2,64,0,6.34,3.4,3.1
2024-11-17,1,2692279.9,443476.6,5.9,87,7.3,91,0.6,4.57,3.4,3.8
2024-11-18,2,2289052.3,571917.7,8.3,80,10.8,34,0,9.22,5.6,4.9
2024-11-19,3,2363891.2,586762,6.6,87,11.2,92,2.5,4.36,3.7,4.7
2024-11-20,4,2352348.6,589623.9,8.2,93,8.9,94,19.1,3.88,6.2,7.1
2024-11-21,5,2436216.3,601555.9,3.1,85,5.9,78,1.4,2.25,0.2,0.8
2024-11-22,6,2501143.3,595095.8,5.1,86,15.9,89,1.3,1.37,1.1,2.9
2024-11-23,7,2652652.8,493667.5,5.2,82,12.3,73,0,3.22,1.7,2.3
2024-11-24,1,2793797.2,460471.8,4,74,11.6,69,0,4.39,0.2,-0.4
2024-11-25,2,2593001.5,610292.3,2.4,87,7.6,99,2.8,4.32,-0.7,0.4
2024-11-26,3,2475340.5,606249.5,5.2,76,16.2,74,2.4,5.2,1,1.2
2024-11-27,4,2533304.7,617094.6,1.3,71,9.3,72,0,8.03,-2.6,-3.5
2024-11-28,5,2556411.3,623910,1.6,76,9.1,95,1.4,4.93,-2.2,-2.3
2024-11-29,6,2692958.9,631139.9,-0.7,71,17.4,88,0,4.97,-6.1,-5.5
2024-11-30,7,3016590.1,545246.5,-1.7,67,18.3,85,0,4.44,-7.4,-7.1
2024-12-01,1,3122999.1,503735.6,-1.9,69,14.3,78,0,5.71,-7,-6.9
2024-12-02,2,2763439,640996,-1.4,71,9,35,0,7.74,-5.7,-6.4
2024-12-03,3,2717543.2,644482.1,-1.3,75,9,53,0,7.21,-5.4,-5.4
2024-12-04,4,2849020.2,658343.1,-0.8,82,17.3,97,3.8,1.85,-5.9,-3.5
2024-12-05,5,2786883.4,662468.2,-1.8,73,18.3,86,2,5.84,-7.3,-6.1
2024-12-06,6,2938935.8,672607.6,-4.6,75,12.7,82,0.6,4.83,-9.5,-8.3
2024-12-07,7,3092533.5,561723,-1,83,14.9,93,3,2.31,-5.8,-3.5
2024-12-08,1,2976896,496676.7,3.1,80,14.6,62,0,6.61,-1.1,0
2024-12-09,2,2761127.4,648817.4,2.1,96,10.7,100,9.4,1.52,-1.4,1.4
2024-12-10,3,2562136.2,631590.4,3.8,96,5.8,100,5.9,2.59,1.4,3.2
2024-12-11,4,2630344.9,640363.3,2.1,87,12.7,85,1.7,2.62,-1.9,0.1
2024-12-12,5,2932273.5,686589.3,-6.1,70,22.6,36,0.1,7.51,-12.7,-10.8
2024-12-13,6,3006751.7,684422.4,-7.1,67,12.2,8,0,7.64,-12.4,-12.3
2024-12-14,7,3177509,575806.7,-5.1,64,9.9,42,0,7.33,-9.9,-10.9
2024-12-15,1,3150020.4,521413.2,0,79,10.1,100,1.2,1.98,-4,-3.3
2024-12-16,2,2699875.2,638281.4,4.3,96,10.9,100,14.8,2.12,1.3,3.7
2024-12-17,3,2638448.7,638733.6,4.6,77,17.7,93,0.1,3.61,0.1,0.9
2024-12-18,4,2710309,651523.7,1.5,85,7,92,1,1.9,-1.8,-0.8
2024-12-19,5,2795237.9,662796.3,-1.7,65,9.9,96,0.2,4.76,-6.2,-7.5
2024-12-20,6,2960241.6,662542.6,-3.6,81,11.7,100,3.4,3.43,-8.2,-6.4
2024-12-21,7,3288359.9,583826,-9.8,71,13.1,91,0.1,5.18,-15.2,-14.1
2024-12-22,1,3473630.7,562186.4,-13.8,65,4.3,40,0,7.93,-18.2,-19.2
2024-12-23,2,3161770.2,648109.4,-3.4,83,8.4,99,6,2.08,-7.5,-5.9
2024-12-24,3,3075613.1,565894.4,-0.5,89,8.2,98,1.4,4.19,-4.2,-2.2
2024-12-25,4,3091803.5,476780.6,-2.9,85,4,95,0,4.91,-6.2,-5.1
2024-12-26,5,2924685.7,509643.7,-2.3,90,6.2,98,0,3.32,-5.9,-3.8
2024-12-27,6,2821311.7,585011.5,0.5,92,9.8,98,0.4,5.98,-3.1,-0.6
2024-12-28,7,2790561.5,516817.1,5,96,10,82,1,3.67,2.2,4.4
2024-12-29,1,2842695.3,484557.5,4.6,99,9.8,99,23,0.96,1.8,4.4
2024-12-30,2,2716820.5,583464.2,4.1,85,20.3,92,2.3,2.48,-0.6,1.8
2024-12-31,3,2810578.2,545516.6,0.9,90,8.8,75,3.4,3.42,-2.6,-0.6
2025-01-01,4,3024537.4,413964.2,1.2,83,18.3,93,1.9,3.1,-3.8,-1.3
2025-01-02,5,3023891.4,558864.6,-1.7,74,19.9,35,0.1,7.44,-7.5,-5.7
2025-01-03,6,3091591,569203,-3.3,67,18.1,65,0,7.6,-9.1,-8.8
2025-01-04,7,3380848.5,502047.3,-4.6,69,20.5,93,1.7,4.64,-10.8,-9.5
2025-01-05,1,3466601.4,470871.4,-4.3,73,13.9,100,0.3,2.4,-9.5,-8.6
2025-01-06,2,3226933.2,616917.3,-7.7,69,12.3,76,0,5.02,-12.9,-12.4
