Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m?),apparent_temperature_mean (ÁC),dew_point_2m_mean (ÁC)
2025-01-15,4,16433620.1,5442412.5,-6.7,77,12.4,82,0.1,6.45,-11.8,-10
2025-01-16,5,16134727.7,5384288.6,-6,80,12.5,92,1.5,4.26,-11,-8.9
2025-01-17,6,15230101.9,5174635.6,-0.8,79,15.8,93,0.1,7.59,-5.7,-4
2025-01-18,7,15758146.6,4805721.3,0.1,82,18.1,95,3.9,1.63,-5,-2.7
2025-01-19,1,17267044.5,4723318.7,-6.8,64,7,100,0.5,5.01,-11.3,-12.6
2025-01-20,2,17408340.2,5510193.4,-12.8,67,15.4,74,0,7.91,-18.7,-17.7
2025-01-21,3,18056136.6,5720483.6,-14,56,17.9,18,0,9.1,-20.4,-21
2025-01-22,4,18518297.9,5849375.2,-13.8,66,15.8,52,0.7,6.39,-19.8,-18.7
2025-01-23,5,17142479.2,5644867.4,-6.6,76,16.1,96,1.1,7.26,-12.2,-10.1
2025-01-24,6,16746181.3,5539071.2,-8.8,73,9.8,41,0.2,8.99,-13.7,-12.7
2025-01-25,7,17365154.9,5165593.2,-6.1,73,16.1,55,0,6.76,-11.7,-10.1
2025-01-26,1,16889795.2,4716159.2,-2.6,73,20.4,69,0.6,7.61,-8.6,-6.8
2025-01-27,2,15801575.8,5222469.9,-3.3,65,24.1,66,0.7,9.21,-10,-9
2025-01-28,3,16009836,5330591.3,-5.7,70,14.9,89,3.4,7.14,-11.1,-10.3
2025-01-29,4,15607323.4,5252883.7,-3.4,72,22.6,58,1.7,10.96,-9.7,-7.6
2025-01-30,5,15919136.3,5374148.5,-6,76,8.8,85,0,7.12,-10.5,-9.7
2025-01-31,6,15220807.1,5189127.5,-0.4,83,10.3,89,0.8,4.79,-4.4,-2.9
2025-02-01,7,17129074.4,5120786.8,-12.5,67,11.9,24,0,11.52,-18,-17.4
2025-02-02,1,17701199.1,4843993,-6.5,77,12.4,99,1.2,5.17,-11.5,-9.8
2025-02-03,2,15619969.4,5156506.2,-1.3,91,9,100,4.2,2.06,-5.1,-2.6
2025-02-04,3,15422759,5273117.8,-5.8,78,15.2,80,0.4,8.23,-11.1,-9.1
2025-02-05,4,15989195.4,5394849.6,-9,73,6.1,77,0,11.66,-13.4,-13
2025-02-06,5,15873694.9,5328945.1,-2,84,19.4,84,2.6,4.98,-7.6,-4.4
2025-02-07,6,15816472.4,5366671.6,-6.1,74,22.3,65,0.6,9.5,-12.6,-10
2025-02-08,7,16650973.5,4989760.9,-6.2,81,10,97,5.1,6.42,-10.8,-8.9
2025-02-09,1,16883933.8,4682201.9,-3.8,83,13.6,97,5.2,8.68,-8.6,-6.2
2025-02-10,2,15870585.5,5242118,-6.6,74,14.2,58,0,10.82,-12,-10.5
2025-02-11,3,15783273.6,5327928.2,-8.1,78,9.6,76,0.2,8.94,-12.8,-11.3
2025-02-12,4,16459912.3,5398458.5,-8.3,76,19.5,99,7,8.5,-14.5,-11.8
2025-02-13,5,16432062,5167911.5,-3.3,85,18.5,90,12,10.11,-8.7,-5.5
2025-02-14,6,15835925.4,5376040.1,-7.1,73,16.6,87,0,10.95,-12.9,-11.1
2025-02-15,7,16699682.5,4945340.1,-4.4,85,13.9,100,8.4,4.38,-9.3,-6.5
2025-02-16,1,17282358.4,4593306.8,-6.1,85,21.1,100,19.8,4.84,-12.2,-8.2
2025-02-17,2,17362787.4,4692763.5,-10,70,24,77,0.3,11.74,-17,-14.4
2025-02-18,3,17084135.5,5536795,-10.6,71,22.6,83,2,10.43,-17.5,-14.9
2025-02-19,4,16665192,5544300.7,-11.7,73,9.5,73,0.8,14.64,-16.7,-15.7
2025-02-20,5,16708768.7,5590286.8,-11.6,77,11.9,100,0.6,10.75,-17,-14.9
2025-02-21,6,16251400.2,5511807.8,-10.1,73,12.6,72,0,13.76,-15.5,-14.1
2025-02-22,7,16605521.9,5021630.1,-6.4,78,14.3,65,0.1,14.86,-11.7,-9.6
2025-02-23,1,16413933.4,4617561.1,-2.6,80,10.6,97,0.2,12.85,-7,-5.6
2025-02-24,2,14583231,4962237.8,0.7,81,19.5,91,0,11.63,-4.6,-2.2
2025-02-25,3,13768774.6,4859229.3,2.2,86,9.3,69,0.3,12.48,-1.2,0.1
2025-02-26,4,13605982.4,4847057.2,-0.9,87,7.3,64,0,13.42,-4.5,-2.8
2025-02-27,5,13980928.8,4928268.9,0.8,90,12.1,95,5.4,11.02,-3.1,-0.6
2025-02-28,6,14631672.5,5042365,-2,81,14.7,69,1.3,9.03,-6.8,-4.8
2025-03-01,7,16227372.2,4906265.7,-6.9,74,22.5,85,0.1,12.87,-13.4,-10.8
2025-03-02,1,17750779.6,4823364.9,-12.2,70,9.1,50,0.1,15.92,-17,-16.6
2025-03-03,2,15337612.6,5080469.4,-5,76,9.3,57,0,15.68,-9.4,-8.6
2025-03-04,3,14432201.1,4970139.3,0.8,78,9.9,93,0.8,5.54,-3.2,-2.6
2025-03-05,4,13933284.4,4871494.4,3.4,91,11.9,97,15.1,7.89,-0.1,2
2025-03-06,5,14637927,5074572.9,-1.6,82,24.2,92,1.5,6.89,-7.8,-4.4
2025-03-07,6,14568475.7,5045937.6,-2.3,69,20,50,0.1,15.79,-8.2,-7.3
2025-03-08,7,15262062,4717273.7,-4.2,73,17.4,47,3.5,17.79,-9.7,-8.4
2025-03-09,1,14821310.7,4302214.4,0.5,73,14.6,39,0,17.34,-4.2,-3.9
2025-03-10,2,12806813.8,4578113,4.4,77,10.4,21,0,17.53,1,0.7
2025-03-11,3,12491730.1,4575405.4,4.3,68,15.6,46,0,17.41,-0.1,-1.2
2025-03-12,4,13810282.2,4860511.3,-2.3,66,13.6,86,0,10.02,-7.4,-8
2025-03-13,5,13404379.1,4809280.5,0.7,64,7.9,93,0,17,-3.1,-5.4
2025-03-14,6,12861564.2,4664022,2.9,69,9.6,82,0,17.19,-0.8,-2.3
2025-03-15,7,12969835.6,4228818.5,8.9,78,15.7,96,1.4,9,5.5,5.2
2025-03-16,1,13024087.9,3916614.6,9.4,87,19.8,84,24.2,7.7,5.9,7.3
2025-03-17,2,12942963.9,4600258.1,0.7,65,11.6,54,0,17.83,-3.7,-5.3
2025-03-18,3,12357058.3,4555055.5,5,73,10.4,52,0,18.55,1.5,0.4
2025-03-19,4,11572681.5,4459466.4,9.7,66,8.5,59,0,18.13,7.1,3.6
2025-03-20,5,12072461.8,4484274.1,7.3,72,19.1,91,2.3,9.51,2.9,2.4
2025-03-21,6,12827572,4628643.5,2.1,62,14,33,0,20,-2.5,-4.7
2025-03-22,7,14091394.9,4383905.2,1.5,62,18.8,85,0.1,13.2,-3.9,-5.1
2025-03-23,1,15145951,4244166.3,-2.8,62,11.6,97,0,15.27,-7.7,-9.3
2025-03-24,2,14015062.3,4731225.4,3.1,77,20.4,91,4.5,9.82,-2.1,-0.5
2025-03-25,3,13658992.8,4785812.3,1.4,71,16.8,90,0.4,7.1,-3.7,-3.5
2025-03-26,4,13576476.3,4826701.1,-0.6,64,12.9,56,0.5,12.07,-5.5,-7
2025-03-27,5,13122663.4,4740410.1,2.3,55,10.9,18,0,20.84,-1.9,-5.9
2025-03-28,6,13658705.3,4794854.7,1.4,78,11.3,88,7.9,5.85,-2.7,-2.1
2025-03-29,7,15095200.5,4569960.2,0.9,90,16.7,100,7.5,5.29,-3.8,-0.6
2025-03-30,1,15262637.7,4242558,2.5,97,12.2,100,9.1,5.91,-1,2.1
2025-03-31,2,13191937,4577418.8,7.1,81,18.9,92,0.9,11.92,3.1,3.8
2025-04-01,3,13164076.8,4677733.1,0.2,56,12,40,0,22.95,-4.3,-8.1
2025-04-02,4,14626265.1,4916083.8,0.3,75,24.5,100,13.7,5.76,-5.9,-3.8
2025-04-03,5,12256791.6,4571528.4,12,74,20.8,93,10.4,18.79,8.6,7
2025-04-04,6,12135264.3,4491726.1,4.6,72,6.5,68,0,21.99,1.9,0
2025-04-05,7,13592985.5,4240970.5,6.3,83,13.7,100,4.8,4.77,2.9,3.6
2025-04-06,1,13848971.9,3991029.3,3,51,13.8,95,0,20.39,-1.7,-6.4
2025-04-07,2,13129429,4508442.2,1.5,69,11.8,63,0.1,18.2,-2.6,-3.7
2025-04-08,3,14286870.7,4878432.2,-3.8,56,24.4,78,0,15.06,-10.7,-11.4
2025-04-09,4,13810251.8,4800520.9,-0.2,53,8,64,0,16.39,-4.4,-9.1
2025-04-10,5,13673769.7,4783419.5,0.9,80,13.4,100,3.3,6.62,-3.4,-2.2
2025-04-11,6,13691543.7,4763159.3,2.9,87,11.3,100,0.4,6.51,-0.8,0.8
2025-04-12,7,13547003.6,4274809.7,4.7,86,7.2,70,0.6,14.54,2,2.5
2025-04-13,1,13121617.8,3893625.2,6.5,67,8.4,47,0,23.99,3.6,0.5
2025-04-14,2,11736125.6,4283039.9,9.2,72,9.3,84,0.4,18.32,6.7,4.4
2025-04-15,3,11997752.3,4385184.5,6.1,64,19.9,68,0.6,14.83,1.1,-0.2
2025-04-16,4,12866800.1,4591230.1,2.7,65,19.8,83,0,13.51,-2.7,-3.3
2025-04-17,5,12144762.5,4504672,4.3,61,8.8,14,0,25.66,0.9,-2.7
2025-04-18,6,12495726.2,3832131.1,9.7,71,10,91,1.8,13.08,7.1,4.7
2025-04-19,7,11683089.4,3980011.5,13.9,80,16.4,97,20.4,12.21,11.9,10.4
2025-04-20,1,12483150.4,3665326.9,5.1,69,9.9,70,0,25.54,1.9,-0.2
2025-04-21,2,12537873.6,4208351.3,8.1,75,17.1,74,1.9,14.23,4.4,3.9
2025-04-22,3,11412688.6,4323733.8,9.6,60,16.8,46,0,21.59,5.4,1.8
2025-04-23,4,11107349.3,4298114.8,8.3,66,5.7,52,0,22.95,6,2.1
2025-04-24,5,10806974.5,4340655.2,13,63,6.5,43,0.8,22.06,11.4,5.9
2025-04-25,6,10833289.3,4279471.8,11.4,70,12,97,0.1,15.97,8.7,6.1
2025-04-26,7,12067625.7,3985682.5,8.3,78,20.2,99,2.1,13.35,4.1,4.5
2025-04-27,1,12188126.6,3734777.3,10.4,45,16.8,14,0,27.19,6,-1.6
2025-04-28,2,10983863.1,4183727.2,10.7,53,7.6,31,0,26.1,8.1,1
2025-04-29,3,10779968.2,4344373,16.1,60,20.9,72,0.3,16.88,13,8.2
2025-04-30,4,11116713.8,4256089,5.9,57,10.4,54,0,26.62,2.4,-2.1
2025-05-01,5,11758743.8,4298705.2,7,70,13.3,92,10.1,8.67,3.2,1.6
2025-05-02,6,11032130.1,4318865.6,13.7,77,15.8,83,1.7,19.65,11.4,9.4
2025-05-03,7,11885106.5,3920971,8.2,81,6.8,100,1.3,9.98,6,5.1
2025-05-04,1,12300522,3662928.7,9.5,73,11.7,94,1.5,13.09,6.6,4.9
2025-05-05,2,11120909.4,4137782.3,11.7,81,18.5,88,31.6,13.82,8.6,8.3
2025-05-06,3,10712897.9,4249022,12.4,90,12,84,4.1,22.65,11.1,10.6
2025-05-07,4,10725739.8,4368336,14.9,75,13.5,40,0.3,24.33,13.4,10.3
2025-05-08,5,10890155.3,4211841.9,8.3,74,8.9,76,0.1,14.23,5.6,3.9
2025-05-09,6,10999755.4,4243419.9,9.3,64,9.2,12,0,27.73,6.7,2.7
2025-05-10,7,11411874.2,3968918.5,12.4,54,11,4,0,28.04,9.8,3.3
2025-05-11,1,11633556.3,3620237.8,9.7,40,11.1,0,0,29.25,6,-4
2025-05-12,2,11032492,4224954.7,14.3,38,6.1,41,0,27.97,11.8,-0.5
2025-05-13,3,10934874.4,4332706.1,15.3,66,11.7,100,5.3,18.06,13.5,8.4
2025-05-14,4,10917268,4318875.8,13.3,90,16.4,97,2,14.69,11.4,11.6
2025-05-15,5,11282584.3,4508509.9,14.9,88,8.5,60,0,22.54,14.8,12.8
2025-05-16,6,12367107.6,4675167.8,19,66,8.6,54,0.8,26.13,18.5,10.8
2025-05-17,7,11927857.9,4014269.8,15.6,74,14.9,94,23.7,16.45,13.8,10.8
2025-05-18,1,11120123,3583338.7,13.5,65,18,83,0,21.82,10.3,6.9
2025-05-19,2,11550216.9,3394949.7,10.4,56,13.5,45,0.5,24.39,7,1.7
2025-05-20,3,10871970.6,4098835.9,9.4,52,10.7,48,0,29.07,6.2,-0.3
2025-05-21,4,11627537.8,4160831.8,8.6,86,21.4,96,14,5.72,4.5,6.2
2025-05-22,5,12164752,4269565.5,8,99,17.2,100,40.6,4.59,4.9,7.8
2025-05-23,6,11788208.1,4239635.7,9.7,80,15.2,99,1,7.4,6.5,6.3
2025-05-24,7,12001929,3896859.3,10.9,74,15.8,76,0.9,18.72,7.7,6.3
2025-05-25,1,12359237,3630242.6,11.5,75,10,34,7.1,18.65,9.4,7.2
2025-05-26,2,10988887.9,4156336.2,13.6,78,6.6,8,0.1,27.86,13.1,9.8
2025-05-27,3,10920487,4285809.6,15,71,7.2,77,0,23.43,14.2,9.7
2025-05-28,4,10889162.9,4182694.3,12,85,12.3,83,6.3,13.55,10.1,9.4
2025-05-29,5,10952087.9,4240673.1,14.5,87,10.6,88,6.8,17.14,13.7,12.3
2025-05-30,6,11292868.1,4465930,16.8,71,9.9,77,0.4,22.55,16,11.2
2025-05-31,7,11638601.2,3841990.7,10.7,69,21.1,80,0.1,15.16,6.5,5
2025-06-01,1,12033936.3,3571643.9,11.3,61,14.5,39,0.1,21.89,7.9,3.7
2025-06-02,2,11161197.6,4167880.9,14.9,51,9,14,0,30.13,12.9,4.5
2025-06-03,3,11544177.8,4443489.3,18.4,59,11.1,7,0,29.79,17.2,10
2025-06-04,4,13714117.3,4888601.5,22.5,57,15.9,60,0.4,27.69,21.6,13.4
2025-06-05,5,12972640.7,4660951.3,18.1,83,7.8,88,18.3,15.07,18.8,15.1
2025-06-06,6,13543555.6,4724422.9,18.3,81,7.4,73,0.2,25.1,19.2,14.8
2025-06-07,7,14502032,4454209.9,19.1,63,10.3,49,1,27.28,18.6,11.7
2025-06-08,1,13384704.3,3915257.7,15.9,69,12.3,65,0.1,23.47,14.3,10.1
2025-06-09,2,12234884.7,4399111.3,15.5,94,9.6,79,3.3,12.86,15.6,14.5
2025-06-10,3,11716782.7,4436941.1,17.4,67,14.1,32,0.3,22.85,15.7,10.7
2025-06-11,4,13238923.5,4775469.7,19.4,70,13.4,12,0.1,28.32,18.9,13.4
2025-06-12,5,13101792,4703805.3,19.4,48,9.9,51,0,26.23,17.9,7.7
2025-06-13,6,11555563.7,4418926.9,14.9,58,12.5,89,0,23.03,12.5,6.3
2025-06-14,7,12400153.1,4182003.5,16.7,57,11.2,60,0,26.76,14.9,8
2025-06-15,1,13342038.1,3997552.7,19,48,8.7,74,0,26.52,17.5,7.6
2025-06-16,2,13783781.8,4717414.7,19.4,55,7.7,65,0,25.73,18.7,9.9
2025-06-17,3,14796191.8,4991414,19,81,5.6,87,0.7,21.86,20.3,15.5
2025-06-18,4,16746924.1,5266936.8,21.7,86,7.2,88,6.2,19,24.4,19.3
2025-06-19,5,13982847.3,4871766,20.3,79,21.8,79,5.2,20.77,19.5,16.2
2025-06-20,6,14263445.8,4958502.4,20.4,67,11.4,35,0.6,24.29,20.2,13.6
2025-06-21,7,16195485.6,4738094.2,21.5,79,11.1,78,5.2,21.3,22.7,17.6
2025-06-22,1,25109286.1,5350192.9,27.3,75,14.4,54,1.3,23.22,30.5,22.3
2025-06-23,2,28049223.7,6303637.7,28.9,66,12.6,11,0,28.31,32,21.3
2025-06-24,3,28794039.2,6602990.2,30.4,52,12.6,44,0.8,24.27,32.1,19
2025-06-25,4,24773767.7,6176186.9,25.9,57,7.8,50,0,24.1,27.3,16.6
2025-06-26,5,15138846.3,4974851.4,19.9,65,15.1,86,0,15.14,18.7,12.9
2025-06-27,6,13761683.8,4923187.1,18.9,87,14.3,84,13.3,21.92,19.5,16.7
2025-06-28,7,17326986.2,4912019.5,23.2,69,15.4,38,2.7,26.01,23.7,16.6
2025-06-29,1,16537622.7,4470340,20.6,63,7.5,3,0,29.19,20.9,13
2025-06-30,2,16346811.9,4899962.7,22.3,76,5.8,49,2.4,20.81,24.4,17.6
2025-07-01,3,19448875.8,4610404.7,24.2,75,10,61,0,21.11,26.3,19
2025-07-02,4,19279498.6,5503591.5,23.6,64,9.5,18,0.6,26.27,24.6,16.1
2025-07-03,5,17396795.4,5303524.2,21.6,55,12.9,36,3.8,27.71,20.6,11.3
2025-07-04,6,15645853.6,5135376.2,20.8,50,9.6,21,0,29.69,19.6,9.3
2025-07-05,7,19776012.7,5212565.4,24.9,61,7.2,34,0.2,27.5,26.6,16.5
2025-07-06,1,25261178.3,5379217,27.9,57,14.5,51,0,25.76,29.1,18.3
2025-07-07,2,23686036.3,5910830.1,26.4,60,13.6,67,0,25.6,27.6,17.8
2025-07-08,3,18287107.1,5443347.2,22.3,70,7.5,76,0.1,16.02,23.4,16.3
2025-07-09,4,17674957.3,5420375.4,22.1,75,6,80,3.8,18.09,23.9,17.3
2025-07-10,5,18927363.6,5610315.3,23.3,76,3.9,18,0.1,25.27,26.2,18.6
2025-07-11,6,21250471.1,5865461.9,24.5,70,6.5,68,0,23.36,26.9,18.4
2025-07-12,7,24652623.8,5781505.4,26.7,70,10.8,62,1.1,27.02,29.6,20.3
2025-07-13,1,24568343.7,5313512.3,26.9,64,11.4,36,1.3,24.36,28.9,19
2025-07-14,2,21922792.2,5718690.9,25.6,59,5.8,42,0,26.3,27.6,16.9
2025-07-15,3,22617873.9,5966789.5,26.4,53,8.4,1,0,28.29,27.7,15.9
2025-07-16,4,23803528.6,6169751.7,26.8,59,7.5,29,1,26.51,28.9,17.8
2025-07-17,5,20960142.4,5872042.4,24.2,69,19.4,64,0.3,22.74,24.6,17.9
2025-07-18,6,14493916.6,5035421.5,19.6,48,8,0,0,29.18,18.4,8
2025-07-19,7,15591371.2,4771155.5,22.4,53,6.4,65,0.1,24.87,22.6,12
2025-07-20,1,18475639.4,4673443,22.7,70,11.6,27,2.4,24.54,23.6,16.5
2025-07-21,2,15293510.8,4869194.5,19.8,55,10.9,19,0,25.97,18.5,9.7
2025-07-22,3,14527604.7,4944677.7,20,57,9.4,24,0,25.26,19.2,11
2025-07-23,4,16576084.3,5282183,22.6,63,7.3,30,0,27.68,23.5,14.5
2025-07-24,5,21733487.7,5991057.7,26.7,67,13.6,62,3.3,24.66,28.7,19.7
2025-07-25,6,21858274.6,5898200.9,26,67,7.9,75,1.7,21.23,28.4,19
2025-07-26,7,20760420.7,5352940.8,23.7,76,6.1,95,3.4,19.36,26.4,19.1
2025-07-27,1,24520401.8,5362825.6,26.7,69,11,32,6.1,24.71,29.2,19.8
2025-07-28,2,24598708.4,6069280.6,26.8,63,10.1,25,0,26.42,28.9,18.7
2025-07-29,3,24778734.7,6181532,26.8,58,9.6,19,0,26.76,28.6,17.6
2025-07-30,4,21397271.3,5864813.5,25.6,53,8.1,80,1.5,22.08,26.3,15
2025-07-31,5,15162589.8,5059155.4,20.2,63,9.3,76,4.7,15.88,19.7,12.7
2025-08-01,6,14296218.9,4939963,20.1,54,7.6,15,0,25.96,19.3,9.9
2025-08-02,7,15173170.7,4641108.5,21.3,52,9.5,7,0,25.52,20.4,10.5
2025-08-03,1,16786407,4530081,23.5,52,6.7,11,0,24.98,23.8,13
2025-08-04,2,18561614.9,4627676.1,23.8,49,7.3,42,0,25.8,23.9,12.3
2025-08-05,3,18816189.5,5440588.6,23.5,70,12.2,53,0,25.35,24.7,17.4
2025-08-06,4,18436063.5,5495501,23.3,68,11.7,41,0,23.38,24.3,16.9
2025-08-07,5,19147067.8,5608738.3,23.8,69,8.1,67,0,24.44,25.6,17.2
2025-08-08,6,19655248.3,5698590.7,25,67,9.9,51,0,23.65,26.9,18.2
2025-08-09,7,22699903.3,5567326.9,25.9,68,9.3,35,0,24.54,28.2,19.1
2025-08-10,1,24898525.1,5400915.1,26.9,60,10,62,0,24.88,28.7,18.3
2025-08-11,2,24700947.9,6110115.1,27.1,60,9.2,5,0,24.76,29.1,18.3
2025-08-12,3,23986634.9,6172566.5,26.6,71,7.8,48,3.4,21.33,29.8,20.7
2025-08-13,4,21260418.7,5865632.1,24.4,74,7.8,68,0.7,20.06,26.9,19.2
2025-08-14,5,19355965.5,5642450.8,22.6,71,7.9,9,0,23.01,24.1,16.9
2025-08-15,6,19801437.3,5713292.7,23.2,71,7.6,1,0,25.02,25.1,17.4
2025-08-16,7,21628119.6,5460626.2,24.3,66,5.8,30,0,24.24,26.4,17.3
2025-08-17,1,19193868.6,4773917.3,22.8,70,10.4,68,6.5,16.23,23.9,16.8
2025-08-18,2,13517729.3,4650528.7,17.8,59,13.4,57,0,24.44,16,9.6
2025-08-19,3,12626960.6,4666259.8,19.5,78,14,99,41.2,5.26,19.4,15.4
2025-08-20,4,12489671.4,4632835.8,19.5,87,15.4,85,5.3,12.32,19.9,17.2
2025-08-21,5,13379603,4825375.1,18.7,80,9,6,0,23.13,19.4,15.2
2025-08-22,6,15348178,5120426.5,20.9,73,7.4,27,0,23.61,22.1,15.7
2025-08-23,7,16008604.4,4782907.1,21.6,73,8.5,98,0.7,11.78,22.7,16.6
2025-08-24,1,16092776.6,4378435.7,20.3,69,8.2,24,0.7,20.59,20.7,14.1
2025-08-25,2,12655169.4,4471023.5,17.7,63,14.1,28,0,20.96,15.9,10.3
2025-08-26,3,11334262.9,4334167.4,15.8,68,12.8,34,4.5,18.83,14,9.7
2025-08-27,4,11425811.2,4437237.3,16.9,59,10.7,36,0,21.91,15.1,8.1
2025-08-28,5,11152906,4338457.3,16.2,74,11.3,77,8.6,7.03,15,11.5
2025-08-29,6,10697274.6,4181748.8,13.8,63,12.7,22,0,20.07,11.2,6.5
2025-08-30,7,11196640.3,3939114.3,15.8,60,10.4,22,0,20.77,13.7,7.3
2025-08-31,1,11792197.1,3828538,17.1,62,6.3,1,0,22.85,16.3,9.4
2025-09-01,2,13258719.1,3788305.8,19.1,59,6.3,4,0,22.72,18.7,10.6
2025-09-02,3,12895225.1,4644738.8,20.2,70,6.7,48,0,21.12,20.8,14.3
2025-09-03,4,13591452,4847408.7,20.7,65,9.3,33,0.4,20.85,20.6,13.6
2025-09-04,5,11999902,4441728.6,16.5,70,10.1,69,13.2,12.09,15.3,10.7
2025-09-05,6,11286010.4,4407161.6,17.1,68,18.3,44,2.6,18.33,14.9,11
2025-09-06,7,11519554.8,3935692.7,15.3,62,10.7,79,0,15.18,13.2,7.8
2025-09-07,1,11916120.9,3623092.7,14.4,62,13.3,38,0.4,17.42,11.8,6.9
2025-09-08,2,10908501.9,4111421.8,14.2,67,6.8,10,0,20.31,12.7,7.6
2025-09-09,3,10936867.6,4305021.4,16.2,73,6.6,30,0,21.01,15.9,11.2
2025-09-10,4,11541374.2,4519637.5,18.2,76,4.6,72,0,19.73,19,13.7
2025-09-11,5,12351271.3,4692926.1,19.2,63,7.6,5,0,20.58,18.8,11.5
2025-09-12,6,12368426,4657365.3,18.2,73,5.9,16,0,18.99,18.5,13.2
2025-09-13,7,12685895.3,4244975.9,19.4,73,5.5,71,0.3,13.39,20,14.3
2025-09-14,1,14184678.8,4130603.6,19.9,74,4.4,10,0.6,18.73,21.1,15.1
2025-09-15,2,13042453.8,4592067.1,18.6,73,7.8,14,0,20.01,18.8,13.5
2025-09-16,3,12673734.6,4678867.7,18.6,67,7.2,10,0,20.01,18.3,12
2025-09-17,4,12551636,4716435.6,18.9,65,5.1,47,0,17.9,19,12
2025-09-18,5,13215701.4,4873129,20.5,66,8.6,32,0.1,16.86,20.4,13.5
2025-09-19,6,12254995.4,4597384.7,17.4,67,8,8,0,19.43,16.7,10.9
2025-09-20,7,11647127.1,3995724.7,14.9,56,15.4,21,0,18.24,11.8,6
2025-09-21,1,12902204,3946669.2,18.4,74,12.3,71,3.4,17.45,17.9,13.6
2025-09-22,2,12851743.4,4522025.4,20.3,88,10.1,97,2.8,10.46,21.8,18.3
2025-09-23,3,13635627.1,4766458.8,20.4,88,6.5,86,5.3,14.47,22.5,18.3
2025-09-24,4,12676579.9,4627456.4,19.2,91,11.6,99,6.2,8.99,20.2,17.6
2025-09-25,5,12169363.9,4579281.8,18.7,91,6.8,68,1.3,7.03,20.2,17.2
2025-09-26,6,12546216.4,4685339,18.6,81,8.7,30,0,15.17,19,15.2
2025-09-27,7,13410573,4387534,18.9,83,7.8,66,0,15.03,19.8,15.9
2025-09-28,1,13863133.3,4055169.9,19,66,9.4,0,0,17.79,18.5,12.2
2025-09-29,2,12180825,4462388.7,16.8,72,3.6,0,0,17.69,16.9,11.5
2025-09-30,3,11818896.9,4464917.4,16.8,67,9,0,0,17.13,15.7,10.4
2025-10-01,4,10880715,4237670.6,13.2,65,8.8,27,0,17.54,11.2,6.5
2025-10-02,5,10729436.9,4224958.3,13.5,77,7,66,0,16.39,12.4,9.3
2025-10-03,6,11170996.9,4451093.5,15.1,80,4.1,1,0,16.72,15.2,11.5
2025-10-04,7,12970149.9,4363267.9,18.8,71,6.3,29,0,15.95,19,13.3
2025-10-05,1,14342222.9,4170168.2,19.8,71,7.2,0,0,16.04,20.3,14.3
2025-10-06,2,13520356.5,4714912.4,19.9,73,10.3,28,0,14.93,20,14.7
2025-10-07,3,12032491.8,4457947.1,18.1,82,12.8,87,15.5,7.21,17.8,14.8
2025-10-08,4,10744701.5,4113435.2,12,59,15.3,7,0,15.83,8.4,4
2025-10-09,5,10887622.5,4078303.7,8.6,57,8.4,0,0,16.12,5.4,0.4
2025-10-10,6,11137589.2,4105118.4,12,66,10.1,48,1.4,14.96,9.5,5.6
2025-10-11,7,11446608.1,3794591.5,14.1,82,10.2,59,3.8,10.11,12.9,11
2025-10-12,1,11553675.3,3532036.3,14.5,80,14.1,23,0.7,12.16,12.7,10.9
2025-10-13,2,11886947.2,3328386.7,14.2,78,8.9,22,0,11.48,13.1,10.3
2025-10-14,3,10859432,4130055.5,14.4,77,8.2,45,0,12.52,13.3,10.2
2025-10-15,4,10819732.1,4055814.3,11.2,58,11,51,0,11.81,8.1,3.1
2025-10-16,5,11097848.2,4097274.5,9.4,57,9.9,10,0,14.68,6,0.7
2025-10-17,6,11473220.4,4100311.3,9.3,75,5.7,83,4.7,3.57,7.3,5
2025-10-18,7,11541291,3894763.5,16.4,74,11.4,82,0,12.81,15.3,11.7
2025-10-19,1,12122577.4,3679017.7,17.8,80,19.3,98,12.2,5.66,16.3,14
2025-10-20,2,11104113,3999592.8,12,72,16.3,56,8.6,10.91,8.9,6.7
2025-10-21,3,11102335.8,4066340.5,11.1,77,9.9,46,1.1,7.76,8.9,7.1
2025-10-22,4,11274818.5,4085111.9,8.9,79,12.1,65,2.4,9.21,6,5.4
2025-10-23,5,11506268.8,4140358.5,8.7,79,12.2,63,3.2,7.66,5.7,5.2
2025-10-24,6,11699089.8,4183449.7,7.9,75,10.8,51,0,9.83,4.8,3.5
2025-10-25,7,12540672.2,3889626.4,6.6,78,7.9,47,0,7.34,3.9,2.9
2025-10-26,1,13174867.7,3678087.5,4.5,69,8,0,0,12.9,1.1,-0.9
2025-10-27,2,12362448.8,4158698.4,6,68,12.3,32,0,9.13,2.2,0.6
2025-10-28,3,12143797.9,4227327,8.1,73,16,39,0.4,9.66,4.3,3.6
2025-10-29,4,11833441.1,4226288.7,7.5,74,11,24,0,11.46,4.3,3
2025-10-30,5,12124775,4219933.3,7.3,86,18,100,15.2,2.71,3.5,5.1
2025-10-31,6,12638959.3,4299106.9,6.4,78,21.4,91,6.9,3.3,1.6,2.7
2025-11-01,7,13096060.4,3993256.1,6.1,69,11,53,0,6.56,2.4,0.7
