Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),dew_point_2m_mean (°C)
2023-10-05,5,14117700.8,3418991.2,21.4,68,12.9,92,0,13.21,21.1,14.8
2023-10-06,6,13252034.1,3198824.6,19,81,14.6,86,4.3,4.49,18.7,15.4
2023-10-07,7,13454577.8,2711031.2,13.6,96,6.2,97,14.5,3.47,13.6,12.8
2023-10-08,1,14044079.2,2550113.9,9.2,83,17.9,94,3.7,6.45,5.7,6.3
2023-10-09,2,14849176.2,2466388,7.4,96,18.3,100,17.9,2.46,3.9,6.7
2023-10-10,3,13045238.4,2971428.3,9.1,88,12.3,92,3.7,5.25,6.6,7.2
2023-10-11,4,12593673.5,2982883.6,10.2,86,8.4,83,3.9,8.04,8.3,7.7
2023-10-12,5,12487037.4,2994277.7,9,81,11.1,50,0.2,11.54,6.3,5.4
2023-10-13,6,12628055.4,2995243.6,9.8,79,11.8,41,0.3,8.67,7.1,6
2023-10-14,7,13402824.4,2727872.8,10.3,75,11.8,43,0.1,9.51,7.5,5.8
2023-10-15,1,14197350.5,2603142.3,9.4,82,13.2,79,0.8,3.06,6.6,6.4
2023-10-16,2,12602706.8,2920972.9,11.7,75,14.7,96,0.1,5.54,8.9,7.3
2023-10-17,3,12511224.7,2980858.2,10.2,79,6.7,74,0.2,5.9,8.3,6.6
2023-10-18,4,12545406,3018481,9.7,83,7.3,67,0,9.53,7.8,6.6
2023-10-19,5,12114172.2,3001493.4,11.9,74,10.1,96,0.4,9.33,9.7,7.2
2023-10-20,6,12139660.4,2980892.3,13.4,83,9.4,93,4.4,7.28,12.1,10.3
2023-10-21,7,13459739.3,2706705.2,10.8,95,10.9,100,8.1,3.21,9.2,9.9
2023-10-22,1,15074077.4,2667807,5.1,94,20.7,100,11.9,1.56,0.6,4.1
2023-10-23,2,13428156.6,3022298.5,6.3,78,9.2,44,0,11.22,3.2,2.3
2023-10-24,3,12892050.1,3039612.7,8.9,84,6.9,97,4.1,5.64,7,6.3
2023-10-25,4,12057408.5,3024548.3,14.6,85,11.5,97,0.1,3.55,13.6,12
2023-10-26,5,11820909.2,3029352.8,15.4,92,9,97,6.5,4.58,15.4,14
2023-10-27,6,11825161.8,3027822.9,17,89,13.4,81,1.5,6.17,16.8,15.1
2023-10-28,7,12780555.9,2716018,11.9,74,16.5,80,0.8,5.77,9.1,7.2
2023-10-29,1,14973307.7,2692694,4.7,59,5.8,100,0.1,5.9,1.3,-2.6
2023-10-30,2,14719258.3,3184745.9,3.1,88,10.6,76,7.2,4.7,-0.4,1.1
2023-10-31,3,14741055.3,3293986.6,0.8,66,6.9,28,0.3,11.39,-3,-5.4
2023-11-01,4,15427032.2,3443851.2,0.4,65,9.8,85,1.9,6.29,-3.8,-5.5
2023-11-02,5,15030316.7,3432756.3,3.8,68,12.7,74,0.1,7.35,-0.5,-2.1
2023-11-03,6,13990830.4,3270785.5,8.7,61,18.3,100,0.8,4.65,4.1,1.2
2023-11-04,7,14229016.1,2940665.2,5.8,77,8.6,43,0.2,10.31,2.8,2
2023-11-05,1,15518169.4,2898855,3,72,8.1,83,0,5.72,-0.5,-1.7
2023-11-06,2,15234788.1,3373855.4,0.9,79,10.5,97,3.2,2.7,-3,-2.4
2023-11-07,3,14294806.4,3329811.6,5.6,77,19.2,97,7.1,3.21,1.2,1.7
2023-11-08,4,15487137.2,3500647.6,0,62,10.5,68,0,9.53,-4.5,-6.5
2023-11-09,5,15777134.6,3546578.1,1.5,85,12.4,88,4.5,2.03,-2.5,-0.7
2023-11-10,6,15077392.9,3433480.3,3.5,77,14.3,47,0.8,6.47,-0.7,-0.2
2023-11-11,7,16746634.5,3232291.3,-0.3,72,9.1,43,0,5.81,-4.4,-4.9
2023-11-12,1,16827422.6,3117235.5,-0.8,75,4.5,12,0,8.51,-4.2,-4.9
2023-11-13,2,16575960.2,3556863.9,-1.7,84,7.6,92,1.5,3.4,-5.5,-4.1
2023-11-14,3,15325643.2,3510496.2,1.7,83,7.9,79,1.7,4.33,-1.7,-1
2023-11-15,4,14889678.5,3463335.6,3,86,10.1,75,0,6.71,-0.4,0.8
2023-11-16,5,14228856.3,3406158.6,3.5,84,7.7,46,0,8.72,0.4,0.9
2023-11-17,6,14387448.9,3351600.7,7.5,79,15.8,91,3.9,2.07,3.8,3.8
2023-11-18,7,15925594.8,3175596.9,0.7,74,10,56,0.2,6.39,-3.4,-3.6
2023-11-19,1,17119312.6,3131864.7,1,69,14.7,60,0.4,7.29,-3.9,-4.5
2023-11-20,2,16809939.6,3647219.6,-3.5,62,7.6,9,0,8.31,-7.8,-10.2
2023-11-21,3,17536003.1,3797095.1,-2.4,75,12.3,93,6.8,5.15,-7.1,-6.6
2023-11-22,4,16110878.1,3645702.2,1.1,96,8.8,99,3.9,1.71,-2.2,0.6
2023-11-23,5,15965232.6,3651009.8,1,93,9,88,1.1,2.83,-2.4,0
2023-11-24,6,17312475.9,3829932.9,-5,53,14.7,28,0,7.88,-10.6,-13.8
2023-11-25,7,18249260.2,3559633.3,-2.2,71,12.2,55,0,5.75,-6.9,-6.8
2023-11-26,1,17644191.5,3292373.1,0.6,74,9.4,86,1.2,6.2,-3.4,-3.8
2023-11-27,2,16376550.4,3627698.7,1.8,81,15,68,1.4,5.34,-2.7,-1.4
2023-11-28,3,17790245.2,3900810,-4.2,61,17.1,61,0.1,5.79,-10,-10.8
2023-11-29,4,18028269.2,3954040,-3.3,66,13.1,82,0.6,4.19,-8.4,-8.9
2023-11-30,5,16399396.4,3742619.7,2,78,15.8,70,0.1,4.73,-2.7,-1.6
2023-12-01,6,15501968.9,3575342.2,2.9,86,8.7,83,2.3,6.2,-0.3,0.7
2023-12-02,7,17198680.5,3384604,0.3,77,8.8,100,3.3,3.18,-3.6,-3.4
2023-12-03,1,18557580.6,3361102.2,-0.1,86,15,100,19.7,0.83,-4.7,-2.2
2023-12-04,2,17317874.7,3723488.1,-1,91,6.9,100,11.4,1.52,-4.4,-2.3
2023-12-05,3,17417863.7,3849254,-4.2,85,5.4,100,0.3,3.2,-8,-6.4
2023-12-06,4,18359818.8,4045822.7,-10.3,82,7.4,85,0.1,4.96,-14.8,-12.8
2023-12-07,5,19092138.4,4154563.1,-9.1,85,5.9,100,1.5,1.92,-13.3,-11.2
2023-12-08,6,18258267.4,4009674.9,-5.4,82,10.5,96,0,3.9,-10,-8.1
2023-12-09,7,17964536.6,3554643,0.7,83,9.7,97,0.1,2.31,-3.1,-1.9
2023-12-10,1,17560052.2,3306419.2,1.5,96,8.6,100,9.8,1.48,-1.8,0.8
2023-12-11,2,17320167.5,3789524.9,-1.6,84,11.5,92,2.7,2.32,-5.9,-4.1
2023-12-12,3,17621493.1,3897399.3,-1.3,77,15.1,54,1.7,2.7,-6.3,-5
2023-12-13,4,17605778.8,3943980.5,-3.7,64,15.3,23,0.3,6.14,-9.2,-9.8
2023-12-14,5,18074802.4,4009046.2,-2.7,70,11.6,57,0,5.98,-7.5,-7.7
2023-12-15,6,16107346.1,3690879.6,3.1,81,13.3,46,0,6.4,-1,0
2023-12-16,7,16959695.6,3394773.8,0.1,74,10.4,88,0,5.71,-4.1,-4.2
2023-12-17,1,17692936.3,3306602.1,2.9,84,10.3,100,2.4,1.37,-0.6,0.5
2023-12-18,2,16020830.6,3591530.1,3.1,100,11.8,100,24.7,1.25,-0.2,3.1
2023-12-19,3,18096095.8,3945575.2,-3.8,72,15.3,51,2.9,5.73,-9.1,-8.4
2023-12-20,4,18331488.8,3995218,-3,77,7.9,48,0,4.1,-7.1,-6.6
2023-12-21,5,18844092.5,4093453.4,-8.3,67,10.4,4,0,6.82,-13.3,-13.6
2023-12-22,6,19686312.9,4073192.9,-8.5,69,7.1,53,0,6.63,-13.1,-13.4
2023-12-23,7,20005673.3,3696611.4,-4.6,74,7.1,98,0.9,2.08,-8.7,-8.7
2023-12-24,1,18848809.8,3341532.3,-0.5,85,6.4,100,0.6,1.84,-3.9,-2.7
2023-12-25,2,18030676.6,3046385.6,0.8,90,5.5,100,0,2.28,-2.2,-0.7
2023-12-26,3,16715966.2,3142388.6,2,96,6.3,100,0.3,2.98,-0.8,1.4
2023-12-27,4,16460700.3,3409381.5,2.1,99,11.7,100,3.4,1.04,-1.4,2.1
2023-12-28,5,16451655.2,3441364.5,3,99,10.5,100,9.1,2.2,-0.2,2.9
2023-12-29,6,16451959.8,3416780.7,1.5,99,6.7,97,6.5,0.87,-1.3,1.4
2023-12-30,7,18454917.5,3475317,-1.9,68,11.8,93,0,4.1,-6.6,-7.1
2023-12-31,1,19345709.6,3487514.5,-4.9,60,7.3,97,0,3.99,-9.3,-11.6
2024-01-01,2,19611142.2,3407141.3,-6.4,67,8.3,53,0,4.81,-11,-11.7
2024-01-02,3,18486644.7,3827738.9,-2.6,72,13,44,0,6.44,-7.5,-7.1
2024-01-03,4,17451323.5,3768252.3,1,76,11.3,96,0.2,3.99,-3.1,-2.8
2024-01-04,5,18634639.6,3997392.1,-7,55,13.9,37,0.1,7.02,-12.6,-15.1
2024-01-05,6,19509811.3,4077884.1,-6.3,65,8.8,79,0.2,5.02,-10.9,-11.9
2024-01-06,7,20332460.3,3839230.4,-7.8,61,14.6,92,2.3,3.43,-13.4,-14
2024-01-07,1,20615898.1,3704601.2,-6,81,10.9,93,5.7,1.93,-10.7,-8.8
2024-01-08,2,18288018.3,3961985.8,-3.8,78,8.9,86,0,4.76,-8.1,-7.2
2024-01-09,3,18626785.2,3998729.7,-3.7,83,18,100,16,1.57,-9.2,-6.2
2024-01-10,4,17443048.1,3847755.5,1.6,82,17,97,10.4,2.9,-3.1,-1.2
2024-01-11,5,18248663.8,4029085.3,-7.5,83,7.3,70,1.5,4.26,-11.8,-10
2024-01-12,6,18562337,4040899.3,-8.4,76,10.5,64,0.7,7.61,-13.3,-12
2024-01-13,7,19619929.3,3686590.7,-0.9,82,22.3,99,18.6,1.99,-6.7,-3.6
2024-01-14,1,20421954.5,3711947.8,-5.7,69,19.1,83,0.5,5.46,-11.8,-10.5
2024-01-15,2,19863251.6,4193756.9,-10.8,75,12.4,56,0.2,7.43,-16.2,-14.5
2024-01-16,3,20118596.5,4284100,-11.4,84,6.6,83,2.8,3.09,-15.8,-13.6
2024-01-17,4,20797921.7,4413735.5,-13,73,12.5,63,0.1,6.51,-18.5,-16.9
2024-01-18,5,20145553.8,4343923.2,-10.1,78,7.9,68,0.6,6.83,-14.8,-13.4
2024-01-19,6,21037990.8,4448381.8,-16.6,70,9.5,84,0,8.42,-21.8,-20.9
2024-01-20,7,22996718.6,4261409.1,-14.3,71,12.7,93,0,5.48,-19.9,-18.4
2024-01-21,1,22415714.6,4051077.8,-14.5,74,11,22,0,8.65,-19.8,-18.2
2024-01-22,2,19851192.1,4217162.7,-5.5,80,14.5,82,3.1,4.05,-10.7,-8.4
2024-01-23,3,18231763,4062347.8,-4.1,76,10.4,100,0.4,6.09,-8.6,-7.8
2024-01-24,4,19220224.4,4193855.9,-7.2,80,9.1,100,5.3,2.13,-11.7,-10
2024-01-25,5,17741749.8,3960218.8,-1.3,86,5.6,70,2.1,8.25,-4.7,-3.4
2024-01-26,6,17510326.6,3880492.9,0.3,89,8.9,100,7.4,2.45,-3.4,-1.4
2024-01-27,7,17794141.5,3547679.1,0.6,91,3.7,100,0,2.43,-2.2,-0.7
2024-01-28,1,18193365.2,3426642.2,0.5,87,6.8,96,0,5.51,-2.9,-1.6
2024-01-29,2,17171051.9,3833267.1,-3.7,80,10.4,50,0,8.36,-8.1,-6.7
2024-01-30,3,18035499.9,4010223.2,-7.3,78,10.5,95,0,7.13,-12.2,-10.7
2024-01-31,4,17618160.7,3969321.6,-3.6,86,5.5,100,0.2,3.29,-7.1,-5.6
2024-02-01,5,16820887.2,3836700.9,1.3,90,10.9,87,1.7,1.93,-2.4,-0.2
2024-02-02,6,17059820.4,3838498.2,-1.2,79,11.9,45,0.1,9.03,-5.6,-4.4
2024-02-03,7,18490792.7,3627832.6,-7.7,80,5,76,0.1,4.53,-11.7,-10.6
2024-02-04,1,18647633.8,3484971,-5.3,82,5.8,64,0,4.4,-9.3,-8
2024-02-05,2,16744370.6,3773813.9,-4.8,74,7.7,9,0,10.85,-9.1,-9.1
2024-02-06,3,17176546,3881555.4,-6.5,69,4.9,16,0,10.93,-10.6,-11.5
2024-02-07,4,17604933.6,3936230.1,-5.5,78,5.3,92,0,5.1,-9.4,-8.8
2024-02-08,5,16544970.2,3806662.3,-0.3,77,7.9,87,0.5,10.23,-4.1,-4.2
2024-02-09,6,15627922.7,3630599.1,3.9,78,10.8,78,3.1,9.16,0.3,0.3
2024-02-10,7,16205570.2,3309339.7,3.5,82,11.8,45,0,10.47,-0.3,0.5
2024-02-11,1,17551289.6,3295993.1,0.7,81,12.7,89,0,6.66,-3.6,-2.2
2024-02-12,2,16487142.3,3691920.8,-1.3,80,7.9,81,0.1,4.46,-5.1,-4.4
2024-02-13,3,17164729.7,3852681.7,-2.9,71,9.2,78,0.9,10.64,-7.3,-8
2024-02-14,4,18571678.8,4113008.8,-9.1,63,17.3,34,0,11.3,-15.2,-15.1
2024-02-15,5,19103972.5,4150383.6,-7.2,69,9.5,64,5,8.83,-12,-12.4
2024-02-16,6,18387150.6,4013028.1,-6,77,11.8,95,1.9,6.65,-11,-9.5
2024-02-17,7,20036327.9,3855815.7,-13.4,71,10.7,61,0,12.81,-18.7,-17.8
2024-02-18,1,20388263.7,3737015.1,-6.4,76,13.9,99,4.1,5.11,-11.7,-10.1
2024-02-19,2,20295956.2,3730187.1,-12.9,66,12.4,19,0,13.41,-18.4,-18.2
2024-02-20,3,18657464,4135038,-9.9,75,6.8,76,0.4,7.91,-14.4,-13.6
2024-02-21,4,17635472.6,3994009.7,-3.5,72,10.5,72,0,13.01,-8,-8.2
2024-02-22,5,15851052,3718388.6,2.8,77,9.8,88,3.5,11.96,-0.9,-1.1
2024-02-23,6,16648554.6,3785823.2,-2.2,84,11.3,75,1.5,4.87,-6.5,-4.7
2024-02-24,7,20423615.7,3918604.4,-15.5,65,9.4,4,0,14.86,-20.7,-20.8
2024-02-25,1,19836108,3658667.9,-5.9,65,10.6,56,0.6,13.59,-10.7,-11.6
2024-02-26,2,16040930.2,3683874.5,-0.6,69,10.9,63,0.2,14.45,-5,-5.9
2024-02-27,3,15085101.5,3580988.1,5.2,70,9.7,95,0,13.34,1.8,-0.2
2024-02-28,4,15378818.3,3596513.1,5.2,84,19.3,93,5.1,6.81,1.1,2.5
2024-02-29,5,19136830.1,4184731,-10.9,35,20.9,18,0,15.69,-17.9,-24
2024-03-01,6,17627721.1,3931074.5,-3.4,56,8.7,45,0,13.63,-8,-11.4
2024-03-02,7,17410654,3448150.9,2.2,79,8.1,90,0.5,4.51,-1.2,-1.2
2024-03-03,1,16729944,3198480.5,3.3,93,4.4,89,0,6.12,0.9,2.1
2024-03-04,2,14548813.8,3454508.5,4.5,90,11.7,88,0,10.58,1.1,2.9
2024-03-05,3,13589258.4,3371046.9,7.7,85,9.7,73,0.6,12.64,5.1,4.9
2024-03-06,4,14822519.8,3479485.1,4.1,85,11.5,100,3.7,3,0.6,1.6
2024-03-07,5,14589303,3492820.1,3.8,47,12.3,46,0,16.1,-0.8,-7
2024-03-08,6,14902902.3,3477801.1,1.5,56,11.5,70,0,16.68,-3.1,-6.7
2024-03-09,7,16453540.5,3237708.8,3.6,77,15.3,100,4.8,2.51,-0.7,-0.4
2024-03-10,1,17518135.9,3256989.8,0,81,15.6,100,13.4,3.16,-4.8,-3.1
2024-03-11,2,16617398.3,3652321.6,0.1,49,21.3,66,0,14.97,-6.2,-9.9
2024-03-12,3,14728383.8,3476253.4,2.1,61,8.6,20,0,17.51,-1.8,-5.1
2024-03-13,4,14231814.9,3416395.3,2.8,64,11.9,74,1.3,14.23,-1.5,-3.5
2024-03-14,5,14161245.1,3385240.3,5.3,68,5.5,83,1,16.19,2.4,-0.9
2024-03-15,6,13903470,3298657.7,5.2,82,8.3,65,3.5,13.17,2.2,2
2024-03-16,7,15970987,3153064.5,2.2,78,10.6,94,3.2,11.1,-1.7,-1.9
2024-03-17,1,16337679.6,3064865.5,2.6,83,12.2,78,4,9.74,-1.3,-0.2
2024-03-18,2,16472087.7,3602622,0.7,69,16.5,98,0.5,6.57,-4.5,-4.6
2024-03-19,3,16798749.4,3729368.3,-1.7,62,11.7,95,0.3,11.89,-6.4,-8.3
2024-03-20,4,16645191.9,3738929.1,-0.7,58,16.9,70,2.2,15.12,-6.3,-8.7
2024-03-21,5,18275675.2,4018074.2,-6.6,40,20.9,53,0.4,18.68,-13.2,-18.3
2024-03-22,6,18619784.7,3995442.3,-7.2,42,6.6,81,0,12.43,-11.9,-18.2
2024-03-23,7,18621070.8,3605873.8,-4.2,58,10.4,77,1.3,9.45,-9,-11.4
2024-03-24,1,18331948.6,3416522.9,-3.3,40,8.9,26,0,20.87,-8,-17.5
2024-03-25,2,15972169.4,3613306.6,1.6,37,13.3,39,0,18.95,-3.6,-12.2
2024-03-26,3,15025843.2,3517091.1,5.6,58,14.4,94,0,12.84,1.2,-2.3
2024-03-27,4,14009471.8,3391143.1,8.1,83,13.2,99,2.8,7.63,5,5.2
2024-03-28,5,14070780.9,3391128.6,3.9,66,9.3,67,0,17.87,0.2,-2.8
2024-03-29,6,16148978.6,3041126.5,2.2,55,15.1,63,0,15.6,-3,-6.3
2024-03-30,7,15746091,3124656.4,1.2,52,13,66,0,20.33,-3.6,-7.8
2024-03-31,1,15328576.4,2859153.1,3.5,54,11.3,40,0.1,20.01,-0.8,-5.6
2024-04-01,2,14723400.9,3167345,3.6,64,8.3,79,0,16.17,-0.1,-3.2
2024-04-02,3,14336748.9,3360453.2,4.3,60,15.7,86,0,21.14,-0.4,-3.9
2024-04-03,4,15494314.3,3497647.6,3.4,72,22.8,100,21.5,3.75,-2.2,-1.6
2024-04-04,5,16210079.5,3598227.4,0.3,84,20.6,100,19.5,6.67,-5.1,-2.1
2024-04-05,6,15424835.3,3504832.5,2.6,81,11.8,100,4.5,7.39,-1.3,-0.3
2024-04-06,7,15130288,3084184.7,5.1,68,13.9,68,0,15.12,0.9,-0.8
2024-04-07,1,14523203,2886574.4,6.7,61,7,0,0,23.22,3.7,-1.4
2024-04-08,2,13406409.7,3162966.4,8.5,58,6.9,63,0,20.3,5.6,-0.1
2024-04-09,3,12470183.9,3171944.2,10.7,56,9.4,60,0.4,21.63,7.7,1.5
2024-04-10,4,12003736.5,3121464,11.6,62,9.3,68,1.8,17.85,9,4.3
2024-04-11,5,13101410.5,3160166.5,9.1,92,12.3,98,15.6,5.88,6.9,7.9
2024-04-12,6,13103527.4,3146173.2,12.2,83,20.5,96,11,12.39,9.1,9.2
2024-04-13,7,15461092.1,2994686.8,4.9,86,17.9,88,9,4.98,0.6,2.7
2024-04-14,1,15516985.5,2838288.4,5.2,86,6.1,74,1.3,7.41,2.7,3
2024-04-15,2,13152616.7,3119966.3,7.9,74,10.8,55,3.2,18.71,4.8,2.8
2024-04-16,3,12925576.7,3154362.5,7,61,12.5,34,0,20.38,3.1,-0.7
2024-04-17,4,13739113.5,3230180.6,5.8,58,14.4,86,0,19.69,1.3,-2.2
2024-04-18,5,14239767.5,3287944.4,6.9,84,13.4,100,9.2,3.23,3.6,4
2024-04-19,6,13828909.3,3211087.8,9.4,89,13.3,76,3.2,5.59,6.9,7.5
2024-04-20,7,15299184.9,2992058.6,5.8,59,14.9,47,1.2,15.27,1.3,-1.7
2024-04-21,1,15860663.1,2896615.7,4.2,67,16.2,69,3.2,14.81,-0.5,-1.8
2024-04-22,2,14227561.4,3249347.7,3.4,56,12.7,37,0,20.46,-1.1,-5.2
2024-04-23,3,13517319.2,3201236.2,10.2,58,17.9,84,3.7,15.82,5.8,1.6
2024-04-24,4,14024129,3293531.2,3.3,63,15.6,44,4.1,22.22,-1.2,-4.5
2024-04-25,5,14325143.2,3339929.2,2.5,52,7.3,4,0,26.42,-1.1,-6.8
2024-04-26,6,13571329.8,3223792.8,6.8,54,5.3,10,0,26.38,3.9,-3
2024-04-27,7,14318533.4,2893252.7,8.8,72,11.4,91,5.8,14.61,5.8,3.4
2024-04-28,1,13738888,2729119.2,13.8,76,13.2,87,3.9,16.75,11.9,9.4
2024-04-29,2,13156154.7,3097853.4,7.6,70,11.7,99,5.9,12.47,4.2,2.4
2024-04-30,3,13555083.2,3182957,7.5,84,14,92,3.1,7.98,4.3,5
2024-05-01,4,12727444.6,3150206,10.2,81,6.2,84,1,12.67,8.5,6.8
2024-05-02,5,12220090.7,3120373.4,12,84,9.9,58,0.8,12.44,10.3,9.1
2024-05-03,6,12063746.9,3114034.9,12.8,76,10.9,95,1,18.36,10.9,8.4
2024-05-04,7,12825147.3,2880475.5,15.8,73,10.7,78,0,17.37,14.5,10.7
2024-05-05,1,13903432.9,2686199.1,12.9,89,11.8,92,7,5.11,11.5,11
2024-05-06,2,12211250.7,3090749.7,14.9,67,11,18,0,27.26,13.2,8.1
2024-05-07,3,11937982.3,3134433.3,14.4,57,7.6,41,0,25.99,12.5,5.2
2024-05-08,4,12519094.4,3063014,10.4,75,12.2,95,13.7,7.21,7.7,5.9
2024-05-09,5,12313975,3105699.8,11.5,70,7.3,66,0.1,18.42,9.4,5.5
2024-05-10,6,12306643.1,3107371.3,11.7,64,8,70,0,22.11,9.4,4.3
2024-05-11,7,13245433.4,2858234.9,10.9,80,6.9,67,5.1,18.74,9.2,7.3
2024-05-12,1,13349578.6,2703834.7,11.8,84,6.2,72,1.2,19.93,10.7,8.8
2024-05-13,2,12471507.2,3061985.9,13.9,79,12.5,79,2.5,14.79,12.2,10
2024-05-14,3,12330217.8,3166109.5,16.4,80,9.6,69,20.4,18.15,16,12.7
2024-05-15,4,12172508.1,3140198.8,15.6,70,6.9,82,0.3,16.66,14.6,9.9
2024-05-16,5,12518460.5,3291234.9,16.7,71,8.4,49,0.6,22.13,16.1,11.2
2024-05-17,6,13096468,3324512.6,17.7,79,7.3,100,10,17.71,17.8,13.4
2024-05-18,7,14288533.4,3103013,18.2,77,8.1,51,1.5,19.85,18.4,13.7
2024-05-19,1,15338085.4,3108796.1,19.5,71,7.7,11,0,26.6,20,13.6
2024-05-20,2,17499757.9,3081130.7,21.3,68,7.6,77,0,26.16,22.1,14.6
2024-05-21,3,14803724.8,3455212.3,19.6,82,6.6,87,10.8,16.8,20.9,16.3
2024-05-22,4,16903835.3,3757555.9,21.8,79,10.1,69,0.3,22.8,23.2,17.4
2024-05-23,5,15589535.9,3607839.2,20.1,61,16.6,52,1.2,26.03,18.5,11.5
2024-05-24,6,13182330.2,3277807.6,14.8,58,15.4,42,0,21.28,11.7,6.5
2024-05-25,7,13395810.9,2943350.5,14.8,69,4.8,80,0,17.42,13.9,8.8
2024-05-26,1,14454638.9,2886306.2,17.6,73,4.2,88,0,18.24,17.7,12.2
2024-05-27,2,13744228.9,3257484.7,18.3,88,15.6,90,31.5,7.97,18.3,16.2
2024-05-28,3,13005706.4,3200159.9,16.5,77,16,94,2.4,14.24,15,12.4
2024-05-29,4,12534931.4,3129993.1,12.9,62,10.7,82,0,23.84,10.4,5.5
2024-05-30,5,12611464.4,3200908.5,13.8,57,11.1,17,0,28.22,11.4,4.9
2024-05-31,6,13180917,3315801.1,16.7,57,11.5,55,0,28.26,14.7,7.1
2024-06-01,7,15196447.9,3194803.9,18.9,57,9.3,71,0,28.98,17.9,9.5
2024-06-02,1,15747814.3,2995096.5,18.5,66,3.8,82,0,15.88,18.5,11.5
2024-06-03,2,16771956.9,3605328.3,20.9,63,5,23,0,28.98,21.6,12.8
2024-06-04,3,17948810.8,3815141.9,22.2,65,5.5,59,0,25.29,23.3,14.7
2024-06-05,4,19521146.2,4016884.3,24,67,6.4,60,0.2,26.41,25.9,16.8
2024-06-06,5,16055132.7,3662561.8,19.6,94,7.7,79,54.7,7.72,21.7,18.6
2024-06-07,6,13717433.5,3306146.4,16.8,86,7.8,74,8.1,19.62,17.3,14.4
2024-06-08,7,14071441.6,2976052.3,16.5,79,14.2,88,5.1,17.37,15.3,12.7
2024-06-09,1,14378926.7,2766376,15.5,78,12.9,78,4.8,19.08,14.1,11.5
2024-06-10,2,12845881.9,3030962.1,12.9,76,15.3,96,0.4,13.27,10.3,8.7
2024-06-11,3,12521333.2,3098930.3,13.3,74,5.5,100,0.1,11.5,12.3,8.8
2024-06-12,4,12956551.8,3249959.6,16.3,77,8.4,73,0.1,17.16,15.8,12.1
2024-06-13,5,14071801.9,3457620,20,74,12.6,64,4.5,22.16,20.1,15.1
2024-06-14,6,14473879.6,3415229.4,18.6,73,13.6,32,0.4,26.67,18.1,13.3
2024-06-15,7,13843871.3,2964321.4,14.5,62,9.9,40,0,27.53,12.7,7
2024-06-16,1,14290155.2,2860434.9,16.5,66,5,93,0,19.75,15.9,9.8
2024-06-17,2,17862549.6,3759811.7,22,74,9.2,59,0.4,24.54,23.6,17
2024-06-18,3,22167594.8,4289304.2,25.6,77,9.9,53,0.5,24.16,28.9,21.1
2024-06-19,4,23784574.8,4506075.2,27.2,75,12.3,83,0.7,21.82,30.5,22.1
2024-06-20,5,21641364.7,4316725,24.8,74,9.4,56,1.1,22.07,27.3,19.6
2024-06-21,6,15926123.3,3650738.6,20.7,67,8,80,0,16.03,20.9,14.1
2024-06-22,7,15503590.8,3185299.8,17.6,91,5.3,100,14.7,7.13,18.8,15.9
2024-06-23,1,17359349.5,3149023.4,20.2,97,13.2,87,45.1,10.46,22.1,19.7
2024-06-24,2,16073888.6,3508946.1,19.1,78,16,68,14.6,17.21,18.4,14.5
2024-06-25,3,16517116,3668768.4,21.5,70,13.9,59,1.1,24.45,21.6,15.3
2024-06-26,4,16961013.1,3749423,20.7,80,12.4,55,4.5,23.31,21.6,16.8
2024-06-27,5,13909395.2,3338919.8,15.5,67,14.3,43,0,25.55,13.4,9
2024-06-28,6,13953241.4,3385054.1,17.4,64,8.5,48,0,25.27,16.4,9.8
2024-06-29,7,15289521.7,3163090.4,19,89,11.8,99,15.8,6.87,20,17.1
2024-06-30,1,16709503.4,3176874.1,19.9,77,15.7,40,4.5,24.84,19.8,15.4
2024-07-01,2,16063409.6,2990159.8,19,63,9.5,30,0,29.01,18.6,11.4
2024-07-02,3,16936506.1,3676107.4,21.1,67,7.1,54,0,28.76,21.8,14
2024-07-03,4,17912477.7,3867918.8,22.2,74,12.2,94,11,18.11,23.1,17
2024-07-04,5,20305753.9,4120241.8,23.1,83,7.7,58,1.1,24.25,26.1,19.8
2024-07-05,6,21054147.4,4185691.7,23.9,78,5.8,64,1.7,24.9,27,19.4
2024-07-06,7,20241052.6,3701271.5,22.1,86,5.8,67,20.9,18.23,24.9,19.4
2024-07-07,1,20112924.8,3486479.6,22.4,83,6,53,0.5,20.98,25.2,19.2
2024-07-08,2,20592740.4,4034604.6,23.6,76,7.5,64,0.1,22.26,25.8,18.7
2024-07-09,3,19523403.5,4034397.9,23.3,84,7.6,88,2.5,19.15,26.3,20.3
2024-07-10,4,16195566.7,3642785.8,20.5,92,10.5,91,22.2,6.16,22.4,19.2
2024-07-11,5,15725920.2,3613640.9,21.1,85,8.6,91,3.7,11.73,22.9,18.4
2024-07-12,6,19423840,4016972.3,23.5,81,5.3,21,0.4,23.82,26.7,19.9
2024-07-13,7,21167662.9,3831416.9,23.7,75,7.8,18,1.7,26.76,26.2,18.6
2024-07-14,1,21857912.7,3669155,24.1,72,10.6,35,0,26.22,25.9,18.3
2024-07-15,2,21349877.9,4134096.9,23.2,85,8.8,87,4.8,16.66,26.1,20.4
