Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),dew_point_2m_mean (°C)
2023-01-24,3,16837723.4,3771594.1,-1.9,78,13.6,81,2,4.33,-6.7,-5.3
2023-01-25,4,18390182.6,3995810.7,-10,80,13.7,89,8.5,3.72,-15.4,-12.8
2023-01-26,5,18246510.9,3906072.6,-6,80,14.8,80,7.8,4.78,-11.3,-9
2023-01-27,6,18091322.4,3949789,-8.5,81,7.4,83,0.7,4.63,-12.9,-11.2
2023-01-28,7,18111559.1,3564856.5,-1.7,71,16.7,81,0.9,7.99,-7.1,-6.5
2023-01-29,1,19388273.7,3552564.6,-7.6,85,10.5,85,10.7,1.68,-12.3,-9.7
2023-01-30,2,18933091.1,4031975.4,-11.4,79,5.2,85,1.6,5.09,-15.7,-14.3
2023-01-31,3,18737483.5,4107481.9,-12.6,67,7.6,0,0,10.45,-17.4,-17.7
2023-02-01,4,19813930,4247539.1,-13,75,7.1,59,0.1,9.34,-17.7,-16.5
2023-02-02,5,18786491.7,4116825.1,-5.8,75,18.7,86,1.5,5.45,-11.7,-9.7
2023-02-03,6,23239637.7,4662558.3,-24.4,53,19.4,54,0,11.15,-31.3,-31.4
2023-02-04,7,25328095.2,4518757.6,-24.9,60,8.7,71,1,8.91,-30.2,-30.6
