Date,Day of the week,Daily CI Total Consumption,Daily Residential Total Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m?),apparent_temperature_mean (ÁC),dew_point_2m_mean (ÁC)
2021-01-28,5,1389890.8,16300778.6,-9.2,66,15.1,82,0.4,5.51,-15,-14.5
2021-01-29,6,1424938.8,16906045.2,-10.3,69,10.7,79,0.5,5.94,-15.5,-14.9
2021-01-30,7,1316171,16694438.3,-8.9,66,6.1,46,0,10.2,-13.3,-14.2
2021-01-31,1,1275139.6,17178101.8,-6.2,74,22.7,99,0,4.67,-12.7,-10.1
2021-02-01,2,1357632.4,16303447.2,-6.3,46,16.9,99,0.4,4.89,-12.4,-16.2
2021-02-02,3,1365297.9,16033554.8,-4.8,55,23.6,78,0,6.91,-11.7,-12.6
2021-02-03,4,1352322.9,15573150,-3.5,58,28.5,28,0,11.31,-11,-10.9
2021-02-04,5,1304544.6,14769120.2,-1.3,69,13.4,39,0,11.11,-6.2,-6.5
2021-02-05,6,1349582.9,15576911.5,-2.1,69,28.7,96,4.4,4.32,-9.2,-7.3
2021-02-06,7,1331495.5,17112105.5,-6.8,54,24.7,82,0.4,4.67,-13.9,-14.6
2021-02-07,1,1276506.4,17183138.9,-7.5,56,18.4,74,0.8,8.83,-13.8,-15.2
2021-02-08,2,1383913.6,16703848.2,-9.8,52,13.1,61,0.2,10.95,-15.4,-18
2021-02-09,3,1380952.2,16078967.3,-6.3,56,9.1,69,1.5,10.5,-11.2,-14
2021-02-10,4,1387341.8,16164854,-7.8,56,12.1,54,0,11.21,-13.1,-15.4
2021-02-11,5,1379499.4,15968512.5,-7.6,59,13.4,44,0,10.06,-13.2,-14.7
2021-02-12,6,1440912.4,16908213.6,-11,55,13.9,79,0.7,7.11,-16.8,-18.4
2021-02-13,7,1395871.6,17863150.1,-10.6,58,17.9,95,3.6,5.66,-16.9,-17.3
2021-02-14,1,1289256.7,16710081.4,-8.7,72,9.4,47,1.2,13.36,-13.5,-13
2021-02-15,2,1259559.1,16680329.4,-6.5,73,13.4,99,4.3,5.98,-11.7,-10.6
2021-02-16,3,1422337.1,16840656.3,-8.9,73,23.1,97,12.1,8.11,-15.7,-12.9
2021-02-17,4,1410284.8,16236426.2,-10.1,67,10.7,54,0,13.99,-15.2,-15.3
2021-02-18,5,1411624.8,16198046.5,-5.8,77,15.9,97,3.2,7.03,-11.3,-9.2
2021-02-19,6,1396020.2,15821378.6,-4.4,84,9.2,98,4.3,7.98,-8.7,-6.7
2021-02-20,7,1300899.3,16048263.1,-6.2,74,11.9,62,0.2,12.49,-11.2,-10.3
2021-02-21,1,1237164.2,16261578.5,-7.9,75,10.7,25,0,15.44,-12.8,-11.7
2021-02-22,2,1310642.3,15256501.2,0.5,83,19.5,90,5.8,6.87,-4.7,-2.1
2021-02-23,3,1293724.6,14534455.6,1.1,83,17.2,74,0.5,9.92,-3.7,-1.4
2021-02-24,4,1267649.3,14036703.7,1.3,82,16.2,81,0.6,9.51,-3.4,-1.6
2021-02-25,5,1282494.1,14143153.5,-0.9,63,15.8,45,0.1,13.97,-6.2,-7.5
2021-02-26,6,1277110,14105154,-2,72,12,9,0,15.68,-6.6,-6.6
2021-02-27,7,1199981.4,14651824.5,2.8,77,15.6,48,4.4,11.48,-1.7,-1.1
2021-02-28,1,1150802.6,15141226.3,1.3,89,13.3,87,4.3,4.77,-2.8,-0.3
2021-03-01,2,1279885.5,14791588.1,-1.5,63,25.5,70,0.7,8.67,-8.1,-8
2021-03-02,3,1359628.4,15682853.8,-5.9,48,17,42,0,16.03,-11.9,-15.3
2021-03-03,4,1261569.6,13956468.4,2.1,63,16.1,63,0,11.59,-2.9,-4.4
2021-03-04,5,1309908.8,14549691.7,-4,62,21,33,0,16.17,-10.3,-10.6
2021-03-05,6,1335669.5,15145180.9,-3.9,46,22.4,18,0.1,17.51,-10.5,-14.1
2021-03-06,7,1281645.1,16011019.4,-4.4,51,15,64,0.2,9.91,-10,-13.1
2021-03-07,1,1211688.2,15967785.1,-5.4,52,9.2,11,0,17.58,-10.1,-14.1
2021-03-08,2,1274512.9,14597976.4,-0.7,61,11.1,62,0.2,11.44,-5.2,-7.4
2021-03-09,3,1205484.5,13047720.7,3.1,79,9.6,46,0,16.56,-0.4,-0.5
2021-03-10,4,1183473.2,12649300.3,6.2,65,12.5,74,0,15.1,2.2,-0.6
2021-03-11,5,1137006.4,11835647.2,12.3,60,29.2,68,0.7,10.97,6.9,4.7
2021-03-12,6,1168540.1,12501853.7,3,58,20.9,15,0.1,17.05,-2.6,-4.8
2021-03-13,7,1163271.7,14212421.3,-0.8,48,14.7,8,0,18.57,-6.1,-10.9
2021-03-14,1,1122810.8,14655747.4,-0.7,53,22.3,16,0,17.69,-6.9,-9.3
2021-03-15,2,1264154.9,14504605.8,-5.3,44,13.2,24,0,19.31,-10.6,-15.6
2021-03-16,3,1269081.9,14264330.9,-0.3,59,19,85,0.2,10.4,-6.1,-7.4
2021-03-17,4,1210413.8,13010277.5,2.3,75,6.7,76,0,17.13,-0.9,-1.7
2021-03-18,5,1223994.1,13213308.3,3.2,66,19.4,100,1.1,8.48,-2.1,-3.2
2021-03-19,6,1248743.1,13575558.8,-1.8,50,14,8,0,20.24,-7,-11.1
2021-03-20,7,1136000.7,13261363.7,3.2,53,11.4,0,0,20.34,-1.1,-6.2
2021-03-21,1,1057206.1,13057499,3.2,57,8.4,0,0,20.8,-0.6,-5.1
2021-03-22,2,1123747.9,12007466.8,6.1,57,9.4,34,0,20.2,2.5,-2.3
2021-03-23,3,1120073.3,11623346.8,7,56,8.5,88,0,15.57,3.5,-1.4
2021-03-24,4,1114064.3,11436683.8,8.8,83,11.2,69,9.1,15.61,6.2,5.9
2021-03-25,5,1103912,11049181.8,11.1,77,14,51,0.1,19.06,8.4,6.9
2021-03-26,6,1130274.9,11960868.9,6.9,83,21.4,72,20.9,12.88,2.5,4.1
2021-03-27,7,1095240.9,13087948.1,3.6,80,10.8,91,0,8.24,0,0.5
2021-03-28,1,1056496.7,13891572.9,5.3,82,20.8,86,4.5,8.15,0.6,2.4
2021-03-29,2,1154097.3,12727084.1,2.6,58,18.1,52,0.1,19.03,-2.6,-4.9
2021-03-30,3,1125843.8,11749371.1,8.5,56,17.5,54,0,20.15,3.9,-0.3
2021-03-31,4,1136489.6,11916704.5,8.6,59,18.2,96,0.7,8.64,4,0.6
2021-04-01,5,1202565.7,12998902.5,-0.7,50,23.5,28,0,17.62,-7.2,-10.2
2021-04-02,6,1110148.1,13855799.7,-1,35,17.8,1,0,23.62,-6.8,-14.8
2021-04-03,7,1121090.3,13767614.4,0.9,58,12.5,47,0.5,13.14,-3.8,-6.6
2021-04-04,1,1013711.9,12844974.3,5.4,66,9.4,1,0,22.85,2,-0.9
2021-04-05,2,1065293.9,11901892.7,6.6,62,8.9,41,0,20.96,3.4,-0.5
2021-04-06,3,1096793.7,11589225.4,6.2,59,12,72,0.1,18.15,2.2,-1.5
2021-04-07,4,1083976.2,11212975.6,8.6,54,16.5,38,0.4,22.69,4.2,-0.4
2021-04-08,5,1071558.8,10900767,10.6,70,20,27,0,22.58,6.7,5.1
2021-04-09,6,1067174.9,10950918.1,11.6,82,11.3,71,2.7,12.71,9.5,8.5
2021-04-10,7,1008030,11360773.1,12.6,78,11.5,76,0,20.12,10.7,8.6
2021-04-11,1,965280.4,12208884.3,10.9,93,15.3,98,14.4,5.01,8.6,9.7
2021-04-12,2,1064666.4,11846370.2,7.7,95,18,91,4.3,6.36,4.3,7
2021-04-13,3,1066485.3,11348265.4,7.4,94,8.1,80,0,14.22,5.4,6.4
2021-04-14,4,1061361.7,11126300.5,8.5,74,9.3,70,0,21.13,5.8,3.3
2021-04-15,5,1094160.4,11882357.6,5.8,73,12.4,91,3.8,12.28,2,1
2021-04-16,6,1099998.6,12055641.1,5.8,81,18.6,97,1.8,8.94,1.5,2.7
2021-04-17,7,1038215.6,12672455.4,6.4,87,9.8,74,1.9,11.04,3.7,4.3
2021-04-18,1,977260,12528548.4,7.6,71,13,45,0.4,19.69,4.1,2.5
2021-04-19,2,1039992.7,11556660.9,8.2,69,13.9,54,2.2,20.53,4.7,2.6
2021-04-20,3,1097978.6,12237725.3,4.2,63,16.7,90,1.3,12.38,-0.7,-2.6
2021-04-21,4,1155125.4,13022049.9,0.6,65,14.9,79,5.2,19.39,-4.3,-5.6
2021-04-22,5,1162251.3,13111771.9,1.9,50,20.5,60,0.3,21.23,-4.1,-7.9
2021-04-23,6,1099364,11863964.5,8.1,48,16.3,15,0.4,23.76,3.5,-2.8
2021-04-24,7,1001058.1,11623671.6,10.7,50,14,59,0,21.41,6.8,0.6
2021-04-25,1,966569.8,12314107,7.8,61,17.8,57,0.8,23.41,3.5,0.6
2021-04-26,2,1065639.6,12042365.3,3.7,50,12,35,0,25.89,-0.5,-6.1
2021-04-27,3,1069911,11658149.8,7.4,59,15.8,89,1.4,19.39,3.1,-0.2
2021-04-28,4,1068728,11473713.4,9.3,90,10.1,85,7.8,13.67,7.4,7.8
2021-04-29,5,1086192.3,11852049.9,9,93,9.4,100,9.1,6.18,7.1,8
2021-04-30,6,1093704.7,11961921.5,7.6,62,29,63,0.4,22.22,1.5,0.4
2021-05-01,7,1028811.6,12451996.2,6.6,52,16,33,0.2,25.46,2.2,-2.6
2021-05-02,1,959379.1,12251425.7,10.2,76,11,62,3.8,15.5,7.8,6.1
2021-05-03,2,1035425,11407899.2,8.8,86,21.3,100,4.1,12.15,4.9,6.7
2021-05-04,3,1065218.2,11662955.9,9.3,94,7.6,100,5.4,8.19,7.8,8.3
2021-05-05,4,1064955.5,11457513,9.3,73,16.4,90,0.7,8.6,5.6,4.5
2021-05-06,5,1058547.9,11260861.3,7.5,66,10.6,57,0,21.53,4.2,1.4
2021-05-07,6,1065756.6,11481771.6,6.3,69,7.3,75,0,16.8,3.4,1
2021-05-08,7,1008803.2,12035034,7.6,67,10.1,55,1.3,21.32,4.3,1.3
2021-05-09,1,951320.5,11935012.9,6.7,68,7.6,75,0,16.81,3.7,1.1
2021-05-10,2,1028335.3,11505377.5,7.1,62,12.5,42,2,17.27,3.3,0.2
2021-05-11,3,1058467.5,11728260.9,6.5,61,19.3,31,0.6,25.1,1.7,-0.9
2021-05-12,4,1043483.6,11116409.3,10.3,52,18.3,2,0,29.22,5.9,-0.4
2021-05-13,5,1028610.1,10713130.4,12.5,46,11.4,28,0.5,24.94,9.2,1
2021-05-14,6,1031678.3,10601114,12.4,47,13.9,16,0,26.68,8.8,1
2021-05-15,7,979062.7,11121284.5,13.5,47,9.1,30,0,26.23,10.8,2
2021-05-16,1,934563.5,11491786.8,14.7,48,6.2,43,0,25.69,12.6,3.4
2021-05-17,2,1016654.4,11012538.3,14.4,55,6.7,14,0,26.81,12.5,4.7
2021-05-18,3,1065216.5,11584214.8,17.1,56,11.3,26,0,23.37,14.9,7.4
2021-05-19,4,1112494.6,12743055.9,18.2,52,8,69,0,24.31,16.6,7.4
2021-05-20,5,1164372.8,14200607.1,19,59,4.7,95,0,17.41,18.6,10.7
2021-05-21,6,1224265.6,16514829.4,22.5,51,12.4,94,0,23.91,21.3,11.4
2021-05-22,7,1165681.9,17240493.1,23.4,59,12.3,78,1,16.27,23.3,14.7
2021-05-23,1,1073920.7,15660131.4,20.9,66,16.2,68,0,26.13,20.1,13.6
2021-05-24,2,945471.2,12381703,15,54,11.8,43,0,27.99,12.6,5.5
2021-05-25,3,1165927.5,14721663.7,21.6,57,15.5,65,0.2,23.86,20.5,12.5
2021-05-26,4,1176078.6,14706982.8,21.9,61,20.3,75,2.7,10.67,20.3,13.8
2021-05-27,5,1041364.7,11001616.7,13,48,15,45,0.3,27.49,9.5,1.8
2021-05-28,6,1037246.2,11592816.8,6.9,73,18.8,87,10.5,4.93,2.3,2
2021-05-29,7,966245.7,11619688.7,10.8,44,16.3,71,0,29.38,6.6,-1.4
2021-05-30,1,911593.6,11499324.3,12.5,49,10.8,10,0,30.35,9.6,1.7
2021-05-31,2,1001610.9,10950434.1,14.3,49,14.6,43,0,28.4,11,3
2021-06-01,3,1062206.7,11784147.6,18.3,50,12.4,55,0.1,22.27,16,7.3
2021-06-02,4,1086039,12369763.6,17,60,7.2,76,0.1,26.64,16,8.6
2021-06-03,5,1091526.9,12400865.9,16.9,87,7.6,93,6.5,16.62,17.4,14.7
2021-06-04,6,1136044.1,13557101.6,19.2,77,13.5,28,0,22.8,19,14.8
2021-06-05,7,1175590.9,18345524.2,25,48,22.5,26,0,27.72,22.9,12.6
2021-06-06,1,1161287.6,21277713.4,24.7,54,18.3,34,0,26.56,23.8,14.6
2021-06-07,2,1296759.3,21061824.1,24.2,66,13.3,79,0.1,21.01,25.1,17.5
2021-06-08,3,1287852.3,18728106.1,22,91,6.9,95,18.9,15.53,25.2,20.4
2021-06-09,4,1346507.5,20287135.4,22.8,83,8,49,0.5,22.4,25.6,19.7
2021-06-10,5,1236589.6,15825433.6,19.5,55,16.7,29,0,29.3,17.5,10
2021-06-11,6,1203012.2,14106402.9,18.1,63,16.4,64,0.6,24.53,16.2,10.8
2021-06-12,7,1161191,15402738.8,19.5,65,7.7,59,0.8,26.36,19.5,11.9
2021-06-13,1,1129908,16966450.8,21,67,8.2,55,4.5,21.92,21.4,14.3
2021-06-14,2,1122824.1,13251975.3,18.1,68,14.7,64,8.8,16.15,16.7,12.1
2021-06-15,3,1113629.2,12260061.8,17.9,54,21.5,12,0,30.24,14.6,7.1
2021-06-16,4,1091672.1,11458008.5,16,41,15.5,13,0,30.72,12.4,1.9
2021-06-17,5,1126456.3,11982311.6,17,47,17.1,18,0,30.42,13.8,5.1
2021-06-18,6,1154584.6,12854780.7,19.4,75,17,80,13.2,8.93,18.6,14.7
2021-06-19,7,1180590.4,16221485.9,23.6,57,16.3,37,0.1,23.99,22.6,13.2
2021-06-20,1,1117680.1,16810567.1,20.1,68,9,46,0,27.08,20.4,13.8
2021-06-21,2,1217294.9,16046343.7,21.1,76,22.8,78,6.8,21.1,20.2,16.3
2021-06-22,3,1075727,11346175.3,14.4,53,14.5,75,0,16.51,10.9,4.4
2021-06-23,4,1103124.6,11554851,15.6,61,12.2,21,0,26.52,13.5,7.7
2021-06-24,5,1190981.1,13694045.9,21.2,55,16.9,76,0,27.1,19.4,11.2
2021-06-25,6,1192342.1,13781535.6,21.4,70,17,100,9.8,13.28,20.9,15.5
2021-06-26,7,1169576.7,15867940.2,22,84,22.9,100,28.6,10.69,22.1,19.1
2021-06-27,1,1218422.7,21128687.6,25.3,67,24,53,0,25.01,25.3,18.7
2021-06-28,2,1406877.1,23473480,26.2,71,13.3,22,0.4,26.23,28.5,20.2
2021-06-29,3,1405447.3,21132566.2,23.9,83,8.6,66,5.7,20.35,27,20.7
2021-06-30,4,1399405.7,18548503.6,24.1,75,14.9,91,5.6,20.29,25.5,18.9
2021-07-01,5,1169707.9,16341919,20.2,78,9.2,38,1.1,22.65,21,15.9
2021-07-02,6,1201459.6,13374252.9,18.4,80,13.7,65,18.2,21.12,18,14.7
2021-07-03,7,1145592.7,13596022.7,18.5,70,10.5,30,0.3,19.93,18,12.9
2021-07-04,1,1101294.4,14839799.5,18.9,81,12,41,0,26.56,19.3,15.5
2021-07-05,2,1301478.5,17901475.6,21.9,80,9.5,65,1.1,21.57,23.9,18.3
2021-07-06,3,1470832.3,22409163.3,26.6,65,15,47,0.2,24.95,28,18.9
2021-07-07,4,1290175.4,15526500.2,19.3,83,13.6,91,6.8,16.97,19.5,16.2
2021-07-08,5,1146868,11900729,17,91,13.1,91,12.8,9.39,16.9,15.4
2021-07-09,6,1160199.9,11778891.5,18.7,85,11.6,87,1.3,9.68,19.1,16.1
2021-07-10,7,1127742.1,13175409.2,18.8,68,9.7,43,0,28.8,18.7,12.7
2021-07-11,1,1042201.2,13070793.7,18,88,12.7,98,8.7,5.83,18.3,16
2021-07-12,2,1187108.4,13944080.2,20,80,13.3,77,0.5,20.64,20.3,16.4
2021-07-13,3,1311571.3,16597330.5,21.7,90,11.4,82,2.1,17.37,24,20
2021-07-14,4,1383680.6,18708650.4,23,80,12.9,54,0.3,24.24,24.9,19.3
2021-07-15,5,1416678.2,18892355.4,22.8,81,16.3,77,1.6,15.47,23.9,19.2
2021-07-16,6,1325780.2,15663567.8,20.6,76,9,99,0,17.35,21.4,16
2021-07-17,7,1172500.3,13778718.1,19.6,86,11.7,99,14.8,5.51,20.5,17.2
2021-07-18,1,1170195.4,16768647.1,23.1,68,11.5,42,0.3,24.59,23.8,16
2021-07-19,2,1351647.9,19082657.6,23.9,71,11.2,17,0.3,25.06,25.5,18
2021-07-20,3,1369317.8,18129923.6,22,80,10.6,27,16.8,20.46,23.7,18.4
2021-07-21,4,1281078.6,14800298.9,20.1,59,16.8,24,0,27.55,18.5,11.2
2021-07-22,5,1270581.5,14113617.4,19.6,59,11.1,60,0,19.64,18.5,11.2
2021-07-23,6,1294497.9,14938576.7,19.9,63,9.8,6,0,26.81,19.6,12.5
2021-07-24,7,1209191.3,14496917.3,20.1,85,14,79,9.4,10.43,20.8,17.5
2021-07-25,1,1211048.5,18036931.9,23.3,73,14.2,18,2,24.12,24.3,17.6
2021-07-26,2,1341717.5,18768094.2,22.8,64,10,17,0,23,23.5,15.6
2021-07-27,3,1289657.5,15380300.3,20.4,80,9.4,50,3.1,16.12,21.4,16.6
2021-07-28,4,1298970.9,15275600.2,20.1,81,8.8,45,0.2,22.08,21.3,16.6
2021-07-29,5,1296217.8,14557137.1,21,80,10.7,61,13.1,15.15,22.2,17.3
2021-07-30,6,1201366.1,12541241.6,17.7,65,19.2,27,0,24.89,15.5,10.7
2021-07-31,7,1078611,11515156.7,16.6,69,11.2,40,1.5,22.66,15.5,10.6
2021-08-01,1,1015993.9,11881023,18.1,80,10.9,71,6.6,17.53,18,14.4
2021-08-02,2,1015823.3,12562862.4,18.6,63,12.9,17,0,25.61,17.3,10.6
2021-08-03,3,1225797.9,13898590,19.1,67,12,15,0,23.11,18.3,12.5
2021-08-04,4,1291170.1,15502799.4,20.3,70,7.9,6,0,26.58,20.9,14.2
2021-08-05,5,1355352.6,16926286.1,21.2,77,6.9,6,0,26.26,22.9,16.5
2021-08-06,6,1399705.9,17997564.7,22.4,67,10.9,26,0.1,23.82,22.9,15.6
2021-08-07,7,1311378.3,17883049.3,22.9,76,7.5,46,2.9,19.35,25.1,18.4
2021-08-08,1,1248525.9,18699147.9,23,86,8.5,61,1.5,16.38,25.8,20.3
2021-08-09,2,1435861.2,21406939.3,24.8,80,10.6,42,0,21.58,27.7,20.8
2021-08-10,3,1474477.7,20877800.7,24.1,85,16.2,74,9.5,14.32,26.3,21.4
2021-08-11,4,1514508.5,21866731.8,25.5,80,15.8,54,0.2,21.46,28,21.5
2021-08-12,5,1495590.6,20828581.7,25.6,75,16.2,66,1.2,17.03,27.5,20.8
2021-08-13,6,1495083.5,20479782.6,25,73,14.1,57,2,18.37,26.8,19.6
2021-08-14,7,1260636.8,15722931,20.7,48,14.9,20,0,25.11,18.5,8.7
2021-08-15,1,1126333.5,14340878,18.7,60,10.3,30,0,25.11,17.6,10.1
2021-08-16,2,1225746,13974134.5,20.3,73,13.3,85,0.5,22.5,20.3,15.2
2021-08-17,3,1367409.4,17345079.7,22.8,86,8.1,79,1.7,18.06,25.8,20.3
2021-08-18,4,1412433.7,18150549.7,23.3,87,8.8,91,0,17.11,26.4,20.9
2021-08-19,5,1476014.2,20314569,24.5,70,9.6,57,0.5,19.88,26.1,18
2021-08-20,6,1482810.3,20365382.9,24,72,9.5,17,0.4,20.73,25.8,18.4
2021-08-21,7,1431335.8,21606942.2,24.3,79,7.4,67,2,14.97,27.4,20.4
2021-08-22,1,1343482.9,21894196.5,25.1,73,6.2,64,0.2,18.03,28,19.6
2021-08-23,2,1486472.8,22803773.6,26.1,65,13.5,14,0.3,21.35,27.4,18.4
2021-08-24,3,1512938.1,22189727.1,24.5,69,9.5,17,0,21.32,26.3,18.1
2021-08-25,4,1557751.2,22843148.8,25.9,76,8.2,62,0,17.23,29.2,21.1
2021-08-26,5,1554730.5,22313630.2,25.7,80,6.7,50,1.9,16.9,29.6,21.8
2021-08-27,6,1440096.1,18466423.3,22.9,63,16.4,59,0,20.38,22.4,15.2
2021-08-28,7,1351304.8,18677143.5,23.1,71,13,38,0,21.15,24.1,17.5
2021-08-29,1,1355358.4,22474572.4,26.1,79,14.4,66,5.2,18.33,29,22
2021-08-30,2,1407304.7,20222530.8,25.2,60,15.5,51,0.4,19.75,25.2,15.5
2021-08-31,3,1331065.5,16025636.5,21.3,57,11.7,56,0,18.05,20.3,11.8
2021-09-01,4,1251274.5,13463161.7,20.1,55,15.9,62,0,20.08,18.1,10.3
2021-09-02,5,1183776.5,11847000.8,17.3,53,16.6,6,0,22.56,14.5,7.2
2021-09-03,6,1174165.1,11557122.1,17.8,63,9.7,51,0,17.64,16.5,10.2
2021-09-04,7,1137188.6,12550046.5,19.2,67,9.8,53,0,17.95,18.7,12.7
2021-09-05,1,1118043.8,14318959.9,22.1,62,15.8,48,3,18.87,21.1,13.3
2021-09-06,2,1028883.6,13312176,19.2,56,18.7,38,0.4,15.74,16.5,9.9
2021-09-07,3,1192990.8,13099776.2,18.9,71,12.3,40,6.8,19.11,18.3,13.1
2021-09-08,4,1240189.9,13781592.8,21.2,68,17.9,44,18.6,17.84,20.1,14.2
2021-09-09,5,1188446.4,12169608.5,17.1,70,13.6,31,2.9,15,15.6,11.3
2021-09-10,6,1168590.6,11458667.3,17.2,65,11.4,28,0.2,16.7,15.6,10.2
2021-09-11,7,1147132.9,12705021.5,19.6,67,19,62,0.9,15.73,17.8,13
2021-09-12,1,1081488.7,13760930.4,20.1,77,10.9,94,10.1,6.59,20.6,15.9
2021-09-13,2,1133957.8,12256889.8,18.1,75,9,66,2.2,16.96,17.9,13.2
2021-09-14,3,1200904.5,12895212.2,20.5,79,15.7,87,4.8,11.02,20.7,16.8
2021-09-15,4,1201989.4,12770615.9,19.2,72,10.5,88,4.7,14.22,19,13.8
2021-09-16,5,1198440.8,12253107,17.5,76,10.6,12,0.1,17.55,17,13
2021-09-17,6,1263052.8,13181746.5,20.3,86,8.7,12,0.1,17.4,22,17.8
2021-09-18,7,1187091.5,13816373,19.7,65,14.5,27,0,19.32,18.7,12.4
2021-09-19,1,1048124.9,12538262.4,16,67,10.2,7,0,19.65,14.6,9.8
2021-09-20,2,1147014.4,12078586,18,80,11.4,66,0,16.66,17.8,14.3
2021-09-21,3,1229952.1,13468649.6,20.7,79,19.4,84,4.5,13.23,20.4,16.9
2021-09-22,4,1151800.2,11993022.2,16.9,94,19,100,47.7,2.64,16.2,16
2021-09-23,5,1116406.5,10916614.8,15.5,80,15.8,85,20.5,10.61,13.7,11.7
2021-09-24,6,1095584,10609109.7,14.3,70,18.5,64,0.2,9.41,11.4,8.9
2021-09-25,7,1044802.7,11291674,14.9,78,14.2,69,1.9,11.37,13.1,11
2021-09-26,1,978129.8,11529235.2,14.3,65,12.4,45,0,14.11,11.9,7.4
2021-09-27,2,1095792.2,11249808.3,18.6,74,16,94,10.3,12.06,17.5,13.6
2021-09-28,3,1089276.3,10802348.3,13.9,64,14.2,47,0.3,17.02,11.1,6.7
2021-09-29,4,1102599.4,10710649.2,14.1,65,15.1,11,0,15.89,11.2,7.2
2021-09-30,5,1092907.4,10600426.6,12.8,69,9.4,57,0,13.06,10.7,7.1
2021-10-01,6,1111309.8,10578283.5,12.9,77,8.1,29,0,16.9,11.5,8.8
2021-10-02,7,1100666.7,11577468.9,18.2,69,15.6,69,0,15.36,16.7,12.3
2021-10-03,1,1028585.4,12446210.3,17.8,91,9,98,13.6,4.63,18.7,16.2
2021-10-04,2,1076376.4,11182840,16.1,90,14.1,100,4.8,4.49,15.5,14.4
2021-10-05,3,1104282.6,10849621.8,15.9,88,7.3,93,0.1,5.68,16.1,13.9
2021-10-06,4,1117449.2,10781493.1,16,89,10.2,43,0,12.16,15.9,14.2
2021-10-07,5,1134750.3,10852991.3,16.8,91,8.9,55,0,8.76,17.4,15.4
2021-10-08,6,1145077.1,10859141.1,17.2,88,13.2,84,0.4,9.18,17,15.2
2021-10-09,7,1082084.8,11765422.8,17.3,95,13.3,95,14.4,3.72,17.6,16.4
2021-10-10,1,1007091.5,11865762.8,18.1,85,12.7,70,0.6,11.45,18.1,15.5
2021-10-11,2,982735.8,12412419.2,18.9,85,12.2,80,0.2,13.72,19.3,16.3
2021-10-12,3,1159400.1,11687645.8,18.8,85,12.6,33,0,13.49,19,16.1
2021-10-13,4,1163552,11486533.8,18.6,84,10.4,43,0.1,11.4,19,15.7
2021-10-14,5,1168715.1,11229963.4,16.9,89,7.7,82,2,10.47,17.4,15
2021-10-15,6,1160648.8,11171530.3,18,88,8.3,99,13.4,9.45,18.9,15.9
2021-10-16,7,1061431.1,11501477.7,14,79,17.6,72,3.2,7.25,11.6,10.3
2021-10-17,1,983958.9,11754262.3,11.4,63,19.1,58,0.1,10.79,7.2,4.3
2021-10-18,2,1067109.8,11159441.9,9.3,65,16.6,36,0.5,10.24,5.3,2.9
2021-10-19,3,1104068.9,10893506.5,12.4,69,12.8,12,0,13.8,9.7,6.5
2021-10-20,4,1109947.4,10670720.8,15.2,74,14.3,56,0.8,9.7,13.3,10.5
2021-10-21,5,1128782.7,10874128.2,14.5,89,15.4,86,12.2,4.9,13.2,12.8
2021-10-22,6,1136366.2,11159577.3,7.7,63,16.9,95,0,9.75,3.3,1
2021-10-23,7,1084349.3,11989866.7,7.4,68,6.3,93,0,5.71,4.7,1.9
2021-10-24,1,1017337.5,12213710.8,8.3,78,6.1,53,1.7,11.52,6.1,4.6
2021-10-25,2,1120419.6,12106215.9,8.6,86,21.6,100,15,2.12,4.5,6.4
2021-10-26,3,1169366.8,12307483.2,6.6,87,23.9,100,8,2.65,1.8,4.6
2021-10-27,4,1142566.1,11197917.6,10.7,76,10.6,23,0,12,8.2,6.4
2021-10-28,5,1163051.7,11559084.9,8.8,76,21.1,62,0,8.77,4.4,4.7
2021-10-29,6,1166835.3,11534064.9,10.6,86,25.9,87,12.1,4.68,6.4,8.3
2021-10-30,7,1115040.7,12573494.6,9.6,93,17.5,100,18,2.32,6.6,8.5
2021-10-31,1,1030097.2,12131527.2,11.1,78,16.9,84,0.3,7.03,7.9,7
2021-11-01,2,1119165.4,11752472.7,7.4,59,21,28,0,10.52,2.1,-0.4
2021-11-02,3,1163534.2,12034913.4,4.6,63,16.1,26,0.1,10.72,-0.2,-2
2021-11-03,4,1192844.7,12335732.8,2.8,71,10.6,36,0.5,10.11,-1.1,-2.2
2021-11-04,5,1213081.9,12400315.8,1.8,76,6.8,51,0.1,9.36,-1.6,-2.1
2021-11-05,6,1216975.9,12280871.7,2.8,71,9.2,17,0,10.07,-1,-2.3
2021-11-06,7,1144366.5,12634218.1,4.7,70,11.6,73,0,10.13,0.8,-0.5
2021-11-07,1,1060731.1,12573819.3,7.5,77,10,19,0,10.37,4.6,3.7
2021-11-08,2,1120314.6,11391246.3,9.3,79,11.9,10,0,10.23,6.5,5.7
2021-11-09,3,1137693.3,11276619.9,9.8,85,8,93,4.4,4.66,7.9,7.3
2021-11-10,4,1159714.2,11410162.8,7.1,74,9.8,48,0,10.2,4,2.4
2021-11-11,5,1181410.3,11682021.3,9,76,20.9,100,1,6.01,4.8,5
2021-11-12,6,1171841.9,11335444.3,10.1,71,19.3,62,5.8,9.45,6.1,4.7
2021-11-13,7,1142305.8,12633840.2,5.3,66,19.3,64,0.3,7.95,0.3,-0.7
2021-11-14,1,1102693,13722724.5,3.2,83,15.1,89,7.3,2.8,-1,0.6
